
gamma	ort_gel_X	ort_gel_Y	ort_gel_Z	normort_gel	vnesh_ort_X	vnesh_ort_Y	vnesh_ort_Z	i_gelio	Omega_gelio	p_gelio	e_gelio	a_gelio	r_pi_gelio	r_a_gelio
215,4000	-1963427857,7112	-487722774,7884	11127387874,6878	11309804745,0535	-0,1736	-0,0431	0,9839	10,3045	283,9501	6,4428	0,4404	7,9935	4,4728	11,5142
215,5000	-1969112378,6708	-489096723,0098	11129013841,0388	11312451910,9840	-0,1741	-0,0432	0,9838	10,3322	283,9491	6,4458	0,4405	7,9975	4,4747	11,5203
215,6000	-1974789843,1073	-490468971,5440	11130642504,0781	11315103061,3988	-0,1745	-0,0433	0,9837	10,3598	283,9480	6,4488	0,4405	8,0016	4,4767	11,5265
215,7000	-1980460233,7261	-491839516,2110	11132273858,8444	11317758175,3361	-0,1750	-0,0435	0,9836	10,3874	283,9470	6,4518	0,4406	8,0057	4,4787	11,5328
215,8000	-1986123533,2544	-493208352,8358	11133907900,3685	11320417231,8224	-0,1754	-0,0436	0,9835	10,4149	283,9460	6,4549	0,4406	8,0098	4,4807	11,5390
215,9000	-1991779724,4407	-494575477,2487	11135544623,6727	11323080209,8720	-0,1759	-0,0437	0,9834	10,4424	283,9450	6,4579	0,4406	8,0140	4,4826	11,5453
216,0000	-1997428790,0553	-495940885,2853	11137184023,7714	11325747088,4877	-0,1764	-0,0438	0,9834	10,4698	283,9440	6,4609	0,4407	8,0181	4,4846	11,5516
216,1000	-2003070712,8901	-497304572,7863	11138826095,6705	11328417846,6608	-0,1768	-0,0439	0,9833	10,4971	283,9430	6,4640	0,4407	8,0223	4,4866	11,5579
216,2000	-2008705475,7588	-498666535,5975	11140470834,3681	11331092463,3715	-0,1773	-0,0440	0,9832	10,5244	283,9420	6,4670	0,4408	8,0264	4,4886	11,5643
216,3000	-2014333061,4971	-500026769,5704	11142118234,8541	11333770917,5894	-0,1777	-0,0441	0,9831	10,5517	283,9410	6,4701	0,4408	8,0306	4,4906	11,5706
216,4000	-2019953452,9622	-501385270,5613	11143768292,1100	11336453188,2731	-0,1782	-0,0442	0,9830	10,5789	283,9400	6,4732	0,4409	8,0348	4,4926	11,5770
216,5000	-2025566633,0336	-502742034,4320	11145421001,1097	11339139254,3711	-0,1786	-0,0443	0,9829	10,6060	283,9390	6,4762	0,4409	8,0390	4,4946	11,5834
216,6000	-2031172584,6124	-504097057,0495	11147076356,8186	11341829094,8220	-0,1791	-0,0444	0,9828	10,6331	283,9381	6,4793	0,4410	8,0432	4,4966	11,5899
216,7000	-2036771290,6220	-505450334,2864	11148734354,1942	11344522688,5543	-0,1795	-0,0446	0,9827	10,6602	283,9371	6,4824	0,4410	8,0474	4,4985	11,5963
216,8000	-2042362734,0078	-506801862,0201	11150394988,1861	11347220014,4871	-0,1800	-0,0447	0,9827	10,6872	283,9362	6,4855	0,4410	8,0517	4,5005	11,6028
216,9000	-2047946897,7373	-508151636,1338	11152058253,7355	11349921051,5302	-0,1804	-0,0448	0,9826	10,7141	283,9352	6,4886	0,4411	8,0559	4,5025	11,6093
217,0000	-2053523764,8000	-509499652,5158	11153724145,7760	11352625778,5844	-0,1809	-0,0449	0,9825	10,7410	283,9343	6,4917	0,4411	8,0602	4,5045	11,6159
217,1000	-2059093318,2080	-510845907,0599	11155392659,2329	11355334174,5417	-0,1813	-0,0450	0,9824	10,7678	283,9333	6,4947	0,4412	8,0645	4,5065	11,6224
217,2000	-2064655540,9953	-512190395,6649	11157063789,0237	11358046218,2858	-0,1818	-0,0451	0,9823	10,7946	283,9324	6,4979	0,4412	8,0688	4,5085	11,6290
217,3000	-2070210416,2186	-513533114,2356	11158737530,0577	11360761888,6919	-0,1822	-0,0452	0,9822	10,8214	283,9315	6,5010	0,4413	8,0731	4,5105	11,6356
217,4000	-2075757926,9566	-514874058,6816	11160413877,2365	11363481164,6273	-0,1827	-0,0453	0,9821	10,8480	283,9306	6,5041	0,4413	8,0774	4,5125	11,6422
217,5000	-2081298056,3107	-516213224,9182	11162092825,4537	11366204024,9517	-0,1831	-0,0454	0,9820	10,8747	283,9297	6,5072	0,4414	8,0817	4,5145	11,6489
217,6000	-2086830787,4047	-517550608,8661	11163774369,5949	11368930448,5172	-0,1836	-0,0455	0,9820	10,9012	283,9288	6,5103	0,4414	8,0860	4,5165	11,6556
217,7000	-2092356103,3850	-518886206,4515	11165458504,5377	11371660414,1687	-0,1840	-0,0456	0,9819	10,9277	283,9279	6,5134	0,4415	8,0904	4,5185	11,6623
217,8000	-2097873987,4205	-520220013,6058	11167145225,1521	11374393900,7443	-0,1844	-0,0457	0,9818	10,9542	283,9270	6,5166	0,4415	8,0948	4,5205	11,6690
217,9000	-2103384422,7027	-521552026,2659	11168834526,3000	11377130887,0752	-0,1849	-0,0458	0,9817	10,9806	283,9261	6,5197	0,4416	8,0991	4,5225	11,6757
218,0000	-2108887392,4459	-522882240,3745	11170526402,8355	11379871351,9864	-0,1853	-0,0459	0,9816	11,0070	283,9252	6,5228	0,4417	8,1035	4,5245	11,6825
218,1000	-2114382879,8871	-524210651,8794	11172220849,6048	11382615274,2964	-0,1858	-0,0461	0,9815	11,0333	283,9244	6,5260	0,4417	8,1079	4,5266	11,6893
218,2000	-2119870868,2861	-525537256,7341	11173917861,4463	11385362632,8182	-0,1862	-0,0462	0,9814	11,0595	283,9235	6,5291	0,4418	8,1124	4,5286	11,6961
218,3000	-2125351340,9255	-526862050,8974	11175617433,1908	11388113406,3587	-0,1866	-0,0463	0,9813	11,0857	283,9226	6,5323	0,4418	8,1168	4,5306	11,7030
218,4000	-2130824281,1109	-528185030,3339	11177319559,6609	11390867573,7197	-0,1871	-0,0464	0,9813	11,1119	283,9218	6,5355	0,4419	8,1212	4,5326	11,7099
218,5000	-2136289672,1708	-529506191,0134	11179024235,6717	11393625113,6975	-0,1875	-0,0465	0,9812	11,1380	283,9209	6,5386	0,4419	8,1257	4,5346	11,7168
218,6000	-2141747497,4565	-530825528,9116	11180731456,0304	11396386005,0840	-0,1879	-0,0466	0,9811	11,1640	283,9201	6,5418	0,4420	8,1301	4,5366	11,7237
218,7000	-2147197740,3426	-532143040,0095	11182441215,5367	11399150226,6659	-0,1884	-0,0467	0,9810	11,1900	283,9192	6,5450	0,4421	8,1346	4,5386	11,7306
218,8000	-2152640384,2268	-533458720,2937	11184153508,9822	11401917757,2258	-0,1888	-0,0468	0,9809	11,2159	283,9184	6,5481	0,4421	8,1391	4,5406	11,7376
218,9000	-2158075412,5299	-534772565,7564	11185868331,1510	11404688575,5420	-0,1892	-0,0469	0,9808	11,2418	283,9176	6,5513	0,4422	8,1436	4,5426	11,7446
219,0000	-2163502808,6956	-536084572,3955	11187585676,8195	11407462660,3891	-0,1897	-0,0470	0,9807	11,2676	283,9168	6,5545	0,4422	8,1481	4,5447	11,7516
219,1000	-2168922556,1914	-537394736,2143	11189305540,7563	11410239990,5377	-0,1901	-0,0471	0,9806	11,2934	283,9159	6,5577	0,4423	8,1527	4,5467	11,7587
219,2000	-2174334638,5076	-538703053,2218	11191027917,7224	11413020544,7553	-0,1905	-0,0472	0,9805	11,3191	283,9151	6,5609	0,4424	8,1572	4,5487	11,7658
219,3000	-2179739039,1581	-540009519,4327	11192752802,4712	11415804301,8061	-0,1909	-0,0473	0,9805	11,3448	283,9143	6,5641	0,4424	8,1618	4,5507	11,7729
219,4000	-2185135741,6803	-541314130,8673	11194480189,7484	11418591240,4514	-0,1914	-0,0474	0,9804	11,3704	283,9135	6,5673	0,4425	8,1664	4,5527	11,7800
219,5000	-2190524729,6348	-542616883,5514	11196210074,2920	11421381339,4499	-0,1918	-0,0475	0,9803	11,3960	283,9127	6,5705	0,4426	8,1709	4,5547	11,7871
219,6000	-2195905986,6058	-543917773,5167	11197942450,8325	11424174577,5577	-0,1922	-0,0476	0,9802	11,4215	283,9119	6,5737	0,4426	8,1755	4,5568	11,7943
219,7000	-2201279496,2010	-545216796,8005	11199677314,0929	11426970933,5289	-0,1926	-0,0477	0,9801	11,4469	283,9112	6,5770	0,4427	8,1801	4,5588	11,8015
219,8000	-2206645242,0519	-546513949,4457	11201414658,7883	11429770386,1157	-0,1931	-0,0478	0,9800	11,4723	283,9104	6,5802	0,4428	8,1848	4,5608	11,8088
219,9000	-2212003207,8135	-547809227,5009	11203154479,6266	11432572914,0684	-0,1935	-0,0479	0,9799	11,4976	283,9096	6,5834	0,4428	8,1894	4,5628	11,8160
220,0000	-2217353377,1643	-549102627,0205	11204896771,3080	11435378496,1361	-0,1939	-0,0480	0,9798	11,5229	283,9088	6,5866	0,4429	8,1941	4,5648	11,8233
220,1000	-2222695733,8070	-550394144,0645	11206641528,5251	11438187111,0665	-0,1943	-0,0481	0,9798	11,5482	283,9081	6,5899	0,4430	8,1987	4,5668	11,8306
220,2000	-2228030261,4678	-551683774,6989	11208388745,9631	11440998737,6065	-0,1947	-0,0482	0,9797	11,5733	283,9073	6,5931	0,4431	8,2034	4,5689	11,8379
220,3000	-2233356943,8967	-552971514,9951	11210138418,2996	11443813354,5023	-0,1952	-0,0483	0,9796	11,5985	283,9066	6,5964	0,4431	8,2081	4,5709	11,8453
220,4000	-2238675764,8677	-554257361,0305	11211890540,2050	11446630940,4995	-0,1956	-0,0484	0,9795	11,6235	283,9058	6,5996	0,4432	8,2128	4,5729	11,8527
220,5000	-2243986708,1789	-555541308,8881	11213645106,3418	11449451474,3436	-0,1960	-0,0485	0,9794	11,6485	283,9051	6,6029	0,4433	8,2175	4,5749	11,8601
220,6000	-2249289757,6522	-556823354,6569	11215402111,3654	11452274934,7800	-0,1964	-0,0486	0,9793	11,6735	283,9043	6,6061	0,4433	8,2222	4,5769	11,8675
220,7000	-2254584897,1334	-558103494,4315	11217161549,9237	11455101300,5545	-0,1968	-0,0487	0,9792	11,6984	283,9036	6,6094	0,4434	8,2270	4,5790	11,8750
220,8000	-2259872110,4929	-559381724,3124	11218923416,6571	11457930550,4133	-0,1972	-0,0488	0,9791	11,7232	283,9029	6,6126	0,4435	8,2317	4,5810	11,8825
220,9000	-2265151381,6247	-560658040,4058	11220687706,1986	11460762663,1033	-0,1976	-0,0489	0,9791	11,7480	283,9021	6,6159	0,4436	8,2365	4,5830	11,8900
221,0000	-2270422694,4472	-561932438,8239	11222454413,1739	11463597617,3725	-0,1981	-0,0490	0,9790	11,7728	283,9014	6,6192	0,4437	8,2413	4,5850	11,8976
221,1000	-2275686032,9033	-563204915,6847	11224223532,2013	11466435391,9701	-0,1985	-0,0491	0,9789	11,7975	283,9007	6,6225	0,4437	8,2461	4,5870	11,9051
221,2000	-2280941380,9597	-564475467,1119	11225995057,8918	11469275965,6465	-0,1989	-0,0492	0,9788	11,8221	283,9000	6,6257	0,4438	8,2509	4,5891	11,9127
221,3000	-2286188722,6079	-565744089,2353	11227768984,8490	11472119317,1541	-0,1993	-0,0493	0,9787	11,8467	283,8993	6,6290	0,4439	8,2557	4,5911	11,9204
221,4000	-2291428041,8635	-567010778,1903	11229545307,6692	11474965425,2471	-0,1997	-0,0494	0,9786	11,8712	283,8986	6,6323	0,4440	8,2606	4,5931	11,9280
221,5000	-2296659322,7666	-568275530,1185	11231324020,9414	11477814268,6819	-0,2001	-0,0495	0,9785	11,8957	283,8979	6,6356	0,4441	8,2654	4,5951	11,9357
221,6000	-2301882549,3819	-569538341,1672	11233105119,2473	11480665826,2171	-0,2005	-0,0496	0,9784	11,9201	283,8972	6,6389	0,4441	8,2703	4,5971	11,9434
221,7000	-2307097705,7984	-570799207,4896	11234888597,1615	11483520076,6142	-0,2009	-0,0497	0,9783	11,9444	283,8965	6,6422	0,4442	8,2752	4,5992	11,9511
221,8000	-2312304776,1299	-572058125,2450	11236674449,2511	11486376998,6373	-0,2013	-0,0498	0,9783	11,9687	283,8958	6,6455	0,4443	8,2800	4,6012	11,9589
221,9000	-2317503744,5149	-573315090,5984	11238462670,0761	11489236571,0539	-0,2017	-0,0499	0,9782	11,9930	283,8951	6,6488	0,4444	8,2850	4,6032	11,9667
222,0000	-2322694595,1162	-574570099,7209	11240253254,1893	11492098772,6346	-0,2021	-0,0500	0,9781	12,0171	283,8945	6,6521	0,4445	8,2899	4,6052	11,9745
222,1000	-2327877312,1217	-575823148,7896	11242046196,1363	11494963582,1535	-0,2025	-0,0501	0,9780	12,0413	283,8938	6,6555	0,4446	8,2948	4,6072	11,9824
222,2000	-2333051879,7440	-577074233,9874	11243841490,4554	11497830978,3887	-0,2029	-0,0502	0,9779	12,0654	283,8931	6,6588	0,4447	8,2998	4,6093	11,9902
222,3000	-2338218282,2203	-578323351,5033	11245639131,6779	11500700940,1222	-0,2033	-0,0503	0,9778	12,0894	283,8924	6,6621	0,4447	8,3047	4,6113	11,9981
222,4000	-2343376503,8130	-579570497,5323	11247439114,3278	11503573446,1403	-0,2037	-0,0504	0,9777	12,1134	283,8918	6,6654	0,4448	8,3097	4,6133	12,0061
222,5000	-2348526528,8092	-580815668,2753	11249241432,9221	11506448475,2336	-0,2041	-0,0505	0,9776	12,1373	283,8911	6,6688	0,4449	8,3147	4,6153	12,0140
222,6000	-2353668341,5210	-582058859,9394	11251046081,9706	11509326006,1977	-0,2045	-0,0506	0,9776	12,1611	283,8905	6,6721	0,4450	8,3197	4,6173	12,0220
222,7000	-2358801926,2856	-583300068,7376	11252853055,9760	11512206017,8328	-0,2049	-0,0507	0,9775	12,1849	283,8898	6,6754	0,4451	8,3247	4,6194	12,0300
222,8000	-2363927267,4652	-584539290,8889	11254662349,4340	11515088488,9447	-0,2053	-0,0508	0,9774	12,2087	283,8892	6,6788	0,4452	8,3297	4,6214	12,0381
222,9000	-2369044349,4471	-585776522,6185	11256473956,8332	11517973398,3441	-0,2057	-0,0509	0,9773	12,2324	283,8885	6,6821	0,4453	8,3348	4,6234	12,0461
223,0000	-2374153156,6439	-587011760,1575	11258287872,6550	11520860724,8476	-0,2061	-0,0510	0,9772	12,2560	283,8879	6,6855	0,4454	8,3398	4,6254	12,0542
223,1000	-2379253673,4930	-588244999,7432	11260104091,3740	11523750447,2776	-0,2065	-0,0510	0,9771	12,2796	283,8873	6,6888	0,4455	8,3449	4,6274	12,0624
223,2000	-2384345884,4577	-589476237,6189	11261922607,4577	11526642544,4626	-0,2069	-0,0511	0,9770	12,3031	283,8866	6,6922	0,4456	8,3500	4,6294	12,0705
223,3000	-2389429774,0259	-590705470,0341	11263743415,3665	11529536995,2372	-0,2072	-0,0512	0,9769	12,3266	283,8860	6,6956	0,4457	8,3551	4,6314	12,0787
223,4000	-2394505326,7115	-591932693,2442	11265566509,5540	11532433778,4427	-0,2076	-0,0513	0,9769	12,3500	283,8854	6,6989	0,4458	8,3602	4,6335	12,0869
223,5000	-2399572527,0532	-593157903,5111	11267391884,4667	11535332872,9271	-0,2080	-0,0514	0,9768	12,3733	283,8848	6,7023	0,4459	8,3653	4,6355	12,0951
223,6000	-2404631359,6157	-594381097,1024	11269219534,5441	11538234257,5453	-0,2084	-0,0515	0,9767	12,3966	283,8842	6,7057	0,4460	8,3704	4,6375	12,1034
223,7000	-2409681808,9887	-595602270,2921	11271049454,2190	11541137911,1593	-0,2088	-0,0516	0,9766	12,4199	283,8836	6,7090	0,4461	8,3756	4,6395	12,1117
223,8000	-2414723859,7878	-596821419,3603	11272881637,9171	11544043812,6388	-0,2092	-0,0517	0,9765	12,4431	283,8830	6,7124	0,4462	8,3808	4,6415	12,1200
223,9000	-2419757496,6540	-598038540,5932	11274716080,0572	11546951940,8608	-0,2096	-0,0518	0,9764	12,4662	283,8824	6,7158	0,4463	8,3859	4,6435	12,1284
224,0000	-2424782704,2539	-599253630,2834	11276552775,0514	11549862274,7103	-0,2099	-0,0519	0,9763	12,4893	283,8818	6,7192	0,4464	8,3911	4,6455	12,1368
224,1000	-2429799467,2799	-600466684,7294	11278391717,3046	11552774793,0802	-0,2103	-0,0520	0,9762	12,5123	283,8812	6,7226	0,4465	8,3964	4,6475	12,1452
224,2000	-2434807770,4501	-601677700,2360	11280232901,2153	11555689474,8719	-0,2107	-0,0521	0,9762	12,5352	283,8806	6,7260	0,4466	8,4016	4,6495	12,1536
224,3000	-2439807598,5083	-602886673,1143	11282076321,1747	11558606298,9951	-0,2111	-0,0522	0,9761	12,5582	283,8800	6,7294	0,4467	8,4068	4,6515	12,1621
224,4000	-2444798936,2242	-604093599,6816	11283921971,5676	11561525244,3683	-0,2115	-0,0523	0,9760	12,5810	283,8794	6,7328	0,4468	8,4121	4,6535	12,1706
224,5000	-2449781768,3932	-605298476,2613	11285769846,7718	11564446289,9189	-0,2118	-0,0523	0,9759	12,6038	283,8788	6,7362	0,4469	8,4173	4,6555	12,1791
224,6000	-2454756079,8369	-606501299,1832	11287619941,1583	11567369414,5835	-0,2122	-0,0524	0,9758	12,6265	283,8782	6,7396	0,4470	8,4226	4,6576	12,1877
224,7000	-2459721855,4026	-607702064,7832	11289472249,0914	11570294597,3079	-0,2126	-0,0525	0,9757	12,6492	283,8777	6,7430	0,4471	8,4279	4,6596	12,1963
224,8000	-2464679079,9636	-608900769,4037	11291326764,9287	11573221817,0475	-0,2130	-0,0526	0,9756	12,6718	283,8771	6,7464	0,4472	8,4332	4,6616	12,2049
224,9000	-2469627738,4195	-610097409,3931	11293183483,0209	11576151052,7677	-0,2133	-0,0527	0,9756	12,6944	283,8765	6,7498	0,4474	8,4385	4,6636	12,2135
225,0000	-2474567815,6957	-611291981,1064	11295042397,7123	11579082283,4437	-0,2137	-0,0528	0,9755	12,7169	283,8760	6,7532	0,4475	8,4439	4,6656	12,2222
225,1000	-2479499296,7439	-612484480,9045	11296903503,3401	11582015488,0608	-0,2141	-0,0529	0,9754	12,7394	283,8754	6,7566	0,4476	8,4492	4,6676	12,2309
225,2000	-2484422166,5420	-613674905,1550	11298766794,2353	11584950645,6150	-0,2145	-0,0530	0,9753	12,7618	283,8748	6,7601	0,4477	8,4546	4,6695	12,2397
225,3000	-2489336410,0941	-614863250,2316	11300632264,7218	11587887735,1127	-0,2148	-0,0531	0,9752	12,7841	283,8743	6,7635	0,4478	8,4600	4,6715	12,2484
225,4000	-2494242012,4305	-616049512,5145	11302499909,1171	11590826735,5713	-0,2152	-0,0531	0,9751	12,8064	283,8737	6,7669	0,4479	8,4654	4,6735	12,2572
225,5000	-2499138958,6078	-617233688,3900	11304369721,7321	11593767626,0191	-0,2156	-0,0532	0,9750	12,8286	283,8732	6,7704	0,4480	8,4708	4,6755	12,2661
225,6000	-2504027233,7093	-618415774,2509	11306241696,8709	11596710385,4957	-0,2159	-0,0533	0,9750	12,8508	283,8727	6,7738	0,4482	8,4762	4,6775	12,2749
225,7000	-2508906822,8442	-619595766,4965	11308115828,8313	11599654993,0521	-0,2163	-0,0534	0,9749	12,8729	283,8721	6,7772	0,4483	8,4817	4,6795	12,2838
225,8000	-2513777711,1486	-620773661,5322	11309992111,9043	11602601427,7513	-0,2167	-0,0535	0,9748	12,8950	283,8716	6,7807	0,4484	8,4871	4,6815	12,2927
225,9000	-2518639883,7849	-621949455,7699	11311870540,3743	11605549668,6677	-0,2170	-0,0536	0,9747	12,9170	283,8710	6,7841	0,4485	8,4926	4,6835	12,3017
226,0000	-2523493325,9420	-623123145,6281	11313751108,5194	11608499694,8881	-0,2174	-0,0537	0,9746	12,9389	283,8705	6,7876	0,4486	8,4981	4,6855	12,3107
226,1000	-2528338022,8355	-624294727,5314	11315633810,6111	11611451485,5114	-0,2177	-0,0538	0,9745	12,9608	283,8700	6,7910	0,4488	8,5036	4,6875	12,3197
226,2000	-2533173959,7077	-625464197,9110	11317518640,9143	11614405019,6492	-0,2181	-0,0539	0,9744	12,9827	283,8695	6,7945	0,4489	8,5091	4,6894	12,3287
226,3000	-2538001121,8274	-626631553,2045	11319405593,6875	11617360276,4257	-0,2185	-0,0539	0,9744	13,0044	283,8689	6,7979	0,4490	8,5146	4,6914	12,3378
226,4000	-2542819494,4903	-627796789,8560	11321294663,1827	11620317234,9778	-0,2188	-0,0540	0,9743	13,0262	283,8684	6,8014	0,4491	8,5201	4,6934	12,3469
226,5000	-2547629063,0188	-628959904,3158	11323185843,6454	11623275874,4558	-0,2192	-0,0541	0,9742	13,0478	283,8679	6,8049	0,4493	8,5257	4,6954	12,3560
226,6000	-2552429812,7620	-630120893,0410	11325079129,3149	11626236174,0233	-0,2195	-0,0542	0,9741	13,0694	283,8674	6,8083	0,4494	8,5313	4,6974	12,3652
226,7000	-2557221729,0961	-631279752,4950	11326974514,4238	11629198112,8570	-0,2199	-0,0543	0,9740	13,0910	283,8669	6,8118	0,4495	8,5369	4,6993	12,3744
226,8000	-2562004797,4241	-632436479,1477	11328871993,1984	11632161670,1478	-0,2203	-0,0544	0,9739	13,1125	283,8664	6,8153	0,4497	8,5425	4,7013	12,3836
226,9000	-2566779003,1759	-633591069,4755	11330771559,8588	11635126825,1003	-0,2206	-0,0545	0,9738	13,1339	283,8659	6,8188	0,4498	8,5481	4,7033	12,3929
227,0000	-2571544331,8084	-634743519,9613	11332673208,6184	11638093556,9331	-0,2210	-0,0545	0,9738	13,1553	283,8654	6,8222	0,4499	8,5537	4,7053	12,4022
227,1000	-2576300768,8057	-635893827,0946	11334576933,6846	11641061844,8791	-0,2213	-0,0546	0,9737	13,1766	283,8649	6,8257	0,4500	8,5594	4,7072	12,4115
227,2000	-2581048299,6787	-637041987,3713	11336482729,2583	11644031668,1861	-0,2217	-0,0547	0,9736	13,1979	283,8644	6,8292	0,4502	8,5650	4,7092	12,4208
227,3000	-2585786909,9658	-638187997,2940	11338390589,5340	11647003006,1160	-0,2220	-0,0548	0,9735	13,2191	283,8639	6,8327	0,4503	8,5707	4,7112	12,4302
227,4000	-2590516585,2322	-639331853,3716	11340300508,7002	11649975837,9460	-0,2224	-0,0549	0,9734	13,2402	283,8634	6,8362	0,4505	8,5764	4,7131	12,4396
227,5000	-2595237311,0706	-640473552,1199	11342212480,9388	11652950142,9682	-0,2227	-0,0550	0,9733	13,2613	283,8629	6,8397	0,4506	8,5821	4,7151	12,4491
227,6000	-2599949073,1007	-641613090,0609	11344126500,4257	11655925900,4901	-0,2231	-0,0550	0,9732	13,2823	283,8624	6,8432	0,4507	8,5878	4,7170	12,4586
227,7000	-2604651856,9699	-642750463,7236	11346042561,3305	11658903089,8347	-0,2234	-0,0551	0,9732	13,3033	283,8619	6,8466	0,4509	8,5935	4,7190	12,4681
227,8000	-2609345648,3525	-643885669,6431	11347960657,8164	11661881690,3404	-0,2237	-0,0552	0,9731	13,3242	283,8615	6,8501	0,4510	8,5993	4,7210	12,4776
227,9000	-2614030432,9504	-645018704,3615	11349880784,0406	11664861681,3618	-0,2241	-0,0553	0,9730	13,3451	283,8610	6,8536	0,4511	8,6051	4,7229	12,4872
228,0000	-2618706196,4931	-646149564,4274	11351802934,1542	11667843042,2693	-0,2244	-0,0554	0,9729	13,3659	283,8605	6,8572	0,4513	8,6108	4,7249	12,4968
228,1000	-2623372924,7373	-647278246,3960	11353727102,3018	11670825752,4497	-0,2248	-0,0555	0,9728	13,3867	283,8600	6,8607	0,4514	8,6166	4,7268	12,5065
228,2000	-2628030603,4673	-648404746,8291	11355653282,6221	11673809791,3063	-0,2251	-0,0555	0,9727	13,4074	283,8596	6,8642	0,4516	8,6224	4,7288	12,5161
228,3000	-2632679218,4951	-649529062,2952	11357581469,2477	11676795138,2587	-0,2255	-0,0556	0,9727	13,4280	283,8591	6,8677	0,4517	8,6283	4,7307	12,5258
228,4000	-2637318755,6601	-650651189,3694	11359511656,3050	11679781772,7436	-0,2258	-0,0557	0,9726	13,4486	283,8587	6,8712	0,4519	8,6341	4,7327	12,5356
228,5000	-2641949200,8296	-651771124,6336	11361443837,9143	11682769674,2147	-0,2261	-0,0558	0,9725	13,4691	283,8582	6,8747	0,4520	8,6400	4,7346	12,5453
228,6000	-2646570539,8983	-652888864,6761	11363378008,1897	11685758822,1427	-0,2265	-0,0559	0,9724	13,4895	283,8577	6,8782	0,4522	8,6458	4,7366	12,5551
228,7000	-2651182758,7890	-654004406,0923	11365314161,2396	11688749196,0159	-0,2268	-0,0560	0,9723	13,5099	283,8573	6,8817	0,4523	8,6517	4,7385	12,5650
228,8000	-2655785843,4519	-655117745,4840	11367252291,1660	11691740775,3400	-0,2272	-0,0560	0,9722	13,5303	283,8568	6,8853	0,4525	8,6576	4,7404	12,5749
228,9000	-2660379779,8653	-656228879,4597	11369192392,0651	11694733539,6385	-0,2275	-0,0561	0,9722	13,5506	283,8564	6,8888	0,4526	8,6636	4,7424	12,5848
229,0000	-2664964554,0352	-657337804,6347	11371134458,0270	11697727468,4528	-0,2278	-0,0562	0,9721	13,5708	283,8559	6,8923	0,4528	8,6695	4,7443	12,5947
229,1000	-2669540151,9957	-658444517,6311	11373078483,1358	11700722541,3425	-0,2282	-0,0563	0,9720	13,5910	283,8555	6,8959	0,4529	8,6754	4,7462	12,6047
229,2000	-2674106559,8086	-659549015,0776	11375024461,4696	11703718737,8856	-0,2285	-0,0564	0,9719	13,6111	283,8551	6,8994	0,4531	8,6814	4,7482	12,6147
229,3000	-2678663763,5640	-660651293,6098	11376972387,1008	11706716037,6782	-0,2288	-0,0564	0,9718	13,6312	283,8546	6,9029	0,4532	8,6874	4,7501	12,6247
229,4000	-2683211749,3796	-661751349,8698	11378922254,0955	11709714420,3355	-0,2291	-0,0565	0,9718	13,6512	283,8542	6,9065	0,4534	8,6934	4,7520	12,6348
229,5000	-2687750503,4017	-662849180,5067	11380874056,5141	11712713865,4912	-0,2295	-0,0566	0,9717	13,6711	283,8538	6,9100	0,4535	8,6994	4,7539	12,6449
229,6000	-2692280011,8044	-663944782,1764	11382827788,4111	11715714352,7984	-0,2298	-0,0567	0,9716	13,6910	283,8533	6,9135	0,4537	8,7054	4,7558	12,6550
229,7000	-2696800260,7900	-665038151,5415	11384783443,8352	11718715861,9290	-0,2301	-0,0568	0,9715	13,7108	283,8529	6,9171	0,4539	8,7115	4,7578	12,6652
229,8000	-2701311236,5891	-666129285,2713	11386741016,8290	11721718372,5746	-0,2305	-0,0568	0,9714	13,7306	283,8525	6,9206	0,4540	8,7175	4,7597	12,6754
229,9000	-2705812925,4603	-667218180,0421	11388700501,4294	11724721864,4463	-0,2308	-0,0569	0,9713	13,7503	283,8520	6,9242	0,4542	8,7236	4,7616	12,6856
230,0000	-2710305313,6909	-668304832,5370	11390661891,6675	11727726317,2747	-0,2311	-0,0570	0,9713	13,7700	283,8516	6,9277	0,4543	8,7297	4,7635	12,6959
230,1000	-2714788387,5962	-669389239,4457	11392625181,5685	11730731710,8108	-0,2314	-0,0571	0,9712	13,7896	283,8512	6,9313	0,4545	8,7358	4,7654	12,7062
230,2000	-2719262133,5200	-670471397,4650	11394590365,1520	11733738024,8252	-0,2317	-0,0571	0,9711	13,8091	283,8508	6,9348	0,4547	8,7419	4,7673	12,7165
230,3000	-2723726537,8345	-671551303,2984	11396557436,4317	11736745239,1091	-0,2321	-0,0572	0,9710	13,8286	283,8504	6,9384	0,4548	8,7481	4,7692	12,7269
230,4000	-2728181586,9403	-672628953,6565	11398526389,4154	11739753333,4741	-0,2324	-0,0573	0,9709	13,8480	283,8500	6,9419	0,4550	8,7542	4,7711	12,7373
230,5000	-2732627267,2666	-673704345,2563	11400497218,1055	11742762287,7523	-0,2327	-0,0574	0,9709	13,8674	283,8496	6,9455	0,4552	8,7604	4,7730	12,7477
230,6000	-2737063565,2711	-674777474,8223	11402469916,4985	11745772081,7967	-0,2330	-0,0574	0,9708	13,8867	283,8492	6,9491	0,4553	8,7666	4,7749	12,7582
230,7000	-2741490467,4400	-675848339,0853	11404444478,5851	11748782695,4812	-0,2333	-0,0575	0,9707	13,9059	283,8487	6,9526	0,4555	8,7728	4,7768	12,7687
