
gamma	ort_gel_X	ort_gel_Y	ort_gel_Z	normort_gel	vnesh_ort_X	vnesh_ort_Y	vnesh_ort_Z	i_gelio	Omega_gelio	p_gelio	e_gelio	a_gelio	r_pi_gelio	r_a_gelio
230,8000	-2745907960,2882	-676916934,7834	11406420898,3505	11751794108,7009	-0,2337	-0,0576	0,9706	13,9251	283,8483	6,9562	0,4557	8,7790	4,7787	12,7793
230,9000	-2750316030,3593	-677983258,6614	11408399169,7742	11754806301,3723	-0,2340	-0,0577	0,9705	13,9443	283,8479	6,9597	0,4558	8,7852	4,7806	12,7898
231,0000	-2754714664,2256	-679047307,4711	11410379286,8301	11757819253,4332	-0,2343	-0,0578	0,9705	13,9633	283,8475	6,9633	0,4560	8,7915	4,7825	12,8005
231,1000	-2759103848,4880	-680109077,9713	11412361243,4863	11760832944,8432	-0,2346	-0,0578	0,9704	13,9824	283,8472	6,9669	0,4562	8,7977	4,7843	12,8111
231,2000	-2763483569,7763	-681168566,9276	11414345033,7055	11763847355,5836	-0,2349	-0,0579	0,9703	14,0013	283,8468	6,9705	0,4564	8,8040	4,7862	12,8218
231,3000	-2767853814,7491	-682225771,1126	11416330651,4447	11766862465,6578	-0,2352	-0,0580	0,9702	14,0202	283,8464	6,9740	0,4565	8,8103	4,7881	12,8325
231,4000	-2772214570,0939	-683280687,3059	11418318090,6553	11769878255,0914	-0,2355	-0,0581	0,9701	14,0391	283,8460	6,9776	0,4567	8,8166	4,7900	12,8433
231,5000	-2776565822,5271	-684333312,2940	11420307345,2834	11772894703,9322	-0,2358	-0,0581	0,9701	14,0579	283,8456	6,9812	0,4569	8,8229	4,7918	12,8541
231,6000	-2780907558,7940	-685383642,8705	11422298409,2692	11775911792,2506	-0,2362	-0,0582	0,9700	14,0766	283,8452	6,9848	0,4571	8,8293	4,7937	12,8649
231,7000	-2785239765,6690	-686431675,8359	11424291276,5477	11778929500,1395	-0,2365	-0,0583	0,9699	14,0953	283,8448	6,9883	0,4572	8,8357	4,7956	12,8757
231,8000	-2789562429,9553	-687477407,9976	11426285941,0481	11781947807,7150	-0,2368	-0,0584	0,9698	14,1139	283,8445	6,9919	0,4574	8,8420	4,7974	12,8866
231,9000	-2793875538,4854	-688520836,1702	11428282396,6945	11784966695,1157	-0,2371	-0,0584	0,9697	14,1324	283,8441	6,9955	0,4576	8,8484	4,7993	12,8976
232,0000	-2798179078,1209	-689561957,1753	11430280637,4053	11787986142,5037	-0,2374	-0,0585	0,9697	14,1509	283,8437	6,9991	0,4578	8,8548	4,8012	12,9085
232,1000	-2802473035,7523	-690600767,8414	11432280657,0935	11791006130,0644	-0,2377	-0,0586	0,9696	14,1694	283,8433	7,0027	0,4580	8,8613	4,8030	12,9195
232,2000	-2806757398,2996	-691637265,0040	11434282449,6667	11794026638,0065	-0,2380	-0,0586	0,9695	14,1878	283,8430	7,0063	0,4582	8,8677	4,8049	12,9306
232,3000	-2811032152,7118	-692671445,5060	11436286009,0270	11797047646,5625	-0,2383	-0,0587	0,9694	14,2061	283,8426	7,0099	0,4583	8,8742	4,8067	12,9416
232,4000	-2815297285,9673	-693703306,1968	11438291329,0713	11800069135,9886	-0,2386	-0,0588	0,9693	14,2243	283,8422	7,0134	0,4585	8,8806	4,8086	12,9527
232,5000	-2819552785,0738	-694732843,9334	11440298403,6911	11803091086,5652	-0,2389	-0,0589	0,9693	14,2425	283,8419	7,0170	0,4587	8,8871	4,8104	12,9639
232,6000	-2823798637,0682	-695760055,5796	11442307226,7724	11806113478,5964	-0,2392	-0,0589	0,9692	14,2607	283,8415	7,0206	0,4589	8,8937	4,8122	12,9751
232,7000	-2828034829,0170	-696784938,0063	11444317792,1960	11809136292,4110	-0,2395	-0,0590	0,9691	14,2788	283,8411	7,0242	0,4591	8,9002	4,8141	12,9863
232,8000	-2832261348,0160	-697807488,0916	11446330093,8374	11812159508,3621	-0,2398	-0,0591	0,9690	14,2968	283,8408	7,0278	0,4593	8,9067	4,8159	12,9975
232,9000	-2836478181,1905	-698827702,7205	11448344125,5668	11815183106,8273	-0,2401	-0,0591	0,9690	14,3148	283,8404	7,0314	0,4595	8,9133	4,8177	13,0088
233,0000	-2840685315,6952	-699845578,7854	11450359881,2490	11818207068,2091	-0,2404	-0,0592	0,9689	14,3327	283,8401	7,0350	0,4597	8,9199	4,8196	13,0201
233,1000	-2844882738,7146	-700861113,1855	11452377354,7438	11821231372,9349	-0,2407	-0,0593	0,9688	14,3506	283,8397	7,0386	0,4599	8,9264	4,8214	13,0315
233,2000	-2849070437,4625	-701874302,8275	11454396539,9055	11824256001,4570	-0,2410	-0,0594	0,9687	14,3684	283,8394	7,0422	0,4601	8,9331	4,8232	13,0429
233,3000	-2853248399,1825	-702885144,6249	11456417430,5834	11827280934,2531	-0,2412	-0,0594	0,9686	14,3861	283,8390	7,0458	0,4603	8,9397	4,8250	13,0543
233,4000	-2857416611,1478	-703893635,4986	11458440020,6215	11830306151,8263	-0,2415	-0,0595	0,9686	14,4038	283,8387	7,0494	0,4605	8,9463	4,8268	13,0658
233,5000	-2861575060,6613	-704899772,3765	11460464303,8586	11833331634,7051	-0,2418	-0,0596	0,9685	14,4214	283,8383	7,0530	0,4607	8,9530	4,8287	13,0773
233,6000	-2865723735,0556	-705903552,1938	11462490274,1284	11836357363,4437	-0,2421	-0,0596	0,9684	14,4390	283,8380	7,0567	0,4609	8,9597	4,8305	13,0889
233,7000	-2869862621,6931	-706904971,8927	11464517925,2594	11839383318,6224	-0,2424	-0,0597	0,9683	14,4565	283,8376	7,0603	0,4611	8,9664	4,8323	13,1004
233,8000	-2873991707,9662	-707904028,4228	11466547251,0752	11842409480,8470	-0,2427	-0,0598	0,9683	14,4740	283,8373	7,0639	0,4613	8,9731	4,8341	13,1121
233,9000	-2878110981,2968	-708900718,7408	11468578245,3939	11845435830,7500	-0,2430	-0,0598	0,9682	14,4914	283,8370	7,0675	0,4615	8,9798	4,8359	13,1237
234,0000	-2882220429,1369	-709895039,8105	11470610902,0289	11848462348,9897	-0,2433	-0,0599	0,9681	14,5087	283,8366	7,0711	0,4617	8,9865	4,8377	13,1354
234,1000	-2886320038,9686	-710886988,6031	11472645214,7883	11851489016,2511	-0,2435	-0,0600	0,9680	14,5260	283,8363	7,0747	0,4619	8,9933	4,8394	13,1471
234,2000	-2890409798,3035	-711876562,0970	11474681177,4752	11854515813,2459	-0,2438	-0,0601	0,9680	14,5432	283,8360	7,0783	0,4621	9,0001	4,8412	13,1589
234,3000	-2894489694,6837	-712863757,2778	11476718783,8878	11857542720,7121	-0,2441	-0,0601	0,9679	14,5603	283,8356	7,0819	0,4623	9,0069	4,8430	13,1707
234,4000	-2898559715,6810	-713848571,1382	11478758027,8191	11860569719,4151	-0,2444	-0,0602	0,9678	14,5774	283,8353	7,0856	0,4625	9,0137	4,8448	13,1826
234,5000	-2902619848,8975	-714831000,6784	11480798903,0573	11863596790,1470	-0,2447	-0,0603	0,9677	14,5945	283,8350	7,0892	0,4627	9,0205	4,8466	13,1944
234,6000	-2906670081,9652	-715811042,9056	11482841403,3854	11866623913,7271	-0,2449	-0,0603	0,9677	14,6115	283,8347	7,0928	0,4629	9,0274	4,8484	13,2064
234,7000	-2910710402,5466	-716788694,8347	11484885522,5818	11869651071,0022	-0,2452	-0,0604	0,9676	14,6284	283,8343	7,0964	0,4631	9,0342	4,8501	13,2183
234,8000	-2914740798,3340	-717763953,4873	11486931254,4196	11872678242,8464	-0,2455	-0,0605	0,9675	14,6453	283,8340	7,1000	0,4634	9,0411	4,8519	13,2303
234,9000	-2918761257,0502	-718736815,8928	11488978592,6671	11875705410,1616	-0,2458	-0,0605	0,9674	14,6621	283,8337	7,1036	0,4636	9,0480	4,8537	13,2423
235,0000	-2922771766,4481	-719707279,0876	11491027531,0880	11878732553,8771	-0,2461	-0,0606	0,9674	14,6788	283,8334	7,1073	0,4638	9,0549	4,8554	13,2544
235,1000	-2926772314,3111	-720675340,1155	11493078063,4406	11881759654,9504	-0,2463	-0,0607	0,9673	14,6955	283,8331	7,1109	0,4640	9,0619	4,8572	13,2665
235,2000	-2930762888,4527	-721640996,0276	11495130183,4788	11884786694,3670	-0,2466	-0,0607	0,9672	14,7122	283,8328	7,1145	0,4642	9,0688	4,8589	13,2787
235,3000	-2934743476,7171	-722604243,8825	11497183884,9514	11887813653,1406	-0,2469	-0,0608	0,9671	14,7287	283,8324	7,1181	0,4644	9,0758	4,8607	13,2909
235,4000	-2938714066,9787	-723565080,7458	11499239161,6025	11890840512,3130	-0,2471	-0,0609	0,9671	14,7453	283,8321	7,1218	0,4647	9,0828	4,8624	13,3031
235,5000	-2942674647,1422	-724523503,6906	11501296007,1713	11893867252,9547	-0,2474	-0,0609	0,9670	14,7617	283,8318	7,1254	0,4649	9,0898	4,8642	13,3153
235,6000	-2946625205,1432	-725479509,7976	11503354415,3924	11896893856,1647	-0,2477	-0,0610	0,9669	14,7781	283,8315	7,1290	0,4651	9,0968	4,8659	13,3276
235,7000	-2950565728,9476	-726433096,1544	11505414379,9955	11899920303,0708	-0,2479	-0,0610	0,9668	14,7945	283,8312	7,1326	0,4653	9,1038	4,8676	13,3400
235,8000	-2954496206,5517	-727384259,8564	11507475894,7056	11902946574,8296	-0,2482	-0,0611	0,9668	14,8108	283,8309	7,1363	0,4655	9,1109	4,8694	13,3524
235,9000	-2958416625,9828	-728332998,0061	11509538953,2430	11905972652,6266	-0,2485	-0,0612	0,9667	14,8270	283,8306	7,1399	0,4658	9,1179	4,8711	13,3648
236,0000	-2962326975,2985	-729279307,7134	11511603549,3231	11908998517,6768	-0,2487	-0,0612	0,9666	14,8432	283,8303	7,1435	0,4660	9,1250	4,8728	13,3772
236,1000	-2966227242,5872	-730223186,0958	11513669676,6570	11912024151,2242	-0,2490	-0,0613	0,9666	14,8593	283,8300	7,1472	0,4662	9,1321	4,8745	13,3897
236,2000	-2970117415,9681	-731164630,2781	11515737328,9508	11915049534,5423	-0,2493	-0,0614	0,9665	14,8753	283,8297	7,1508	0,4664	9,1393	4,8763	13,4023
236,3000	-2973997483,5909	-732103637,3924	11517806499,9060	11918074648,9341	-0,2495	-0,0614	0,9664	14,8913	283,8294	7,1544	0,4667	9,1464	4,8780	13,4148
236,4000	-2977867433,6364	-733040204,5784	11519877183,2197	11921099475,7324	-0,2498	-0,0615	0,9663	14,9073	283,8291	7,1581	0,4669	9,1536	4,8797	13,4275
236,5000	-2981727254,3160	-733974328,9830	11521949372,5842	11924123996,2997	-0,2501	-0,0616	0,9663	14,9231	283,8288	7,1617	0,4671	9,1608	4,8814	13,4401
236,6000	-2985576933,8720	-734906007,7609	11524023061,6872	11927148192,0286	-0,2503	-0,0616	0,9662	14,9390	283,8286	7,1653	0,4674	9,1680	4,8831	13,4528
236,7000	-2989416460,5776	-735835238,0740	11526098244,2119	11930172044,3415	-0,2506	-0,0617	0,9661	14,9547	283,8283	7,1690	0,4676	9,1752	4,8848	13,4655
236,8000	-2993245822,7369	-736762017,0916	11528174913,8370	11933195534,6915	-0,2508	-0,0617	0,9661	14,9704	283,8280	7,1726	0,4678	9,1824	4,8865	13,4783
236,9000	-2997065008,6852	-737686341,9906	11530253064,2365	11936218644,5616	-0,2511	-0,0618	0,9660	14,9861	283,8277	7,1762	0,4681	9,1897	4,8882	13,4911
237,0000	-3000874006,7883	-738608209,9554	11532332689,0800	11939241355,4654	-0,2513	-0,0619	0,9659	15,0016	283,8274	7,1799	0,4683	9,1969	4,8899	13,5040
237,1000	-3004672805,4436	-739527618,1778	11534413782,0327	11942263648,9472	-0,2516	-0,0619	0,9658	15,0172	283,8271	7,1835	0,4686	9,2042	4,8915	13,5169
237,2000	-3008461393,0791	-740444563,8572	11536496336,7552	11945285506,5820	-0,2519	-0,0620	0,9658	15,0326	283,8269	7,1871	0,4688	9,2115	4,8932	13,5298
237,3000	-3012239758,1543	-741359044,2003	11538580346,9036	11948306909,9757	-0,2521	-0,0620	0,9657	15,0481	283,8266	7,1908	0,4690	9,2188	4,8949	13,5428
237,4000	-3016007889,1594	-742271056,4215	11540665806,1297	11951327840,7650	-0,2524	-0,0621	0,9656	15,0634	283,8263	7,1944	0,4693	9,2262	4,8966	13,5558
237,5000	-3019765774,6163	-743180597,7426	11542752708,0808	11954348280,6179	-0,2526	-0,0622	0,9656	15,0787	283,8260	7,1980	0,4695	9,2335	4,8982	13,5688
237,6000	-3023513403,0776	-744087665,3930	11544841046,3999	11957368211,2336	-0,2529	-0,0622	0,9655	15,0939	283,8258	7,2017	0,4698	9,2409	4,8999	13,5819
237,7000	-3027250763,1274	-744992256,6097	11546930814,7255	11960387614,3426	-0,2531	-0,0623	0,9654	15,1091	283,8255	7,2053	0,4700	9,2483	4,9016	13,5951
237,8000	-3030977843,3812	-745894368,6371	11549022006,6918	11963406471,7071	-0,2534	-0,0623	0,9654	15,1242	283,8252	7,2090	0,4703	9,2557	4,9032	13,6082
237,9000	-3034694632,4855	-746793998,7272	11551114615,9287	11966424765,1207	-0,2536	-0,0624	0,9653	15,1393	283,8250	7,2126	0,4705	9,2632	4,9049	13,6215
238,0000	-3038401119,1185	-747691144,1395	11553208636,0618	11969442476,4087	-0,2538	-0,0625	0,9652	15,1543	283,8247	7,2162	0,4707	9,2706	4,9065	13,6347
238,1000	-3042097291,9894	-748585802,1413	11555304060,7122	11972459587,4285	-0,2541	-0,0625	0,9652	15,1692	283,8244	7,2199	0,4710	9,2781	4,9082	13,6480
238,2000	-3045783139,8391	-749477970,0072	11557400883,4970	11975476080,0693	-0,2543	-0,0626	0,9651	15,1841	283,8242	7,2235	0,4712	9,2856	4,9098	13,6613
238,3000	-3049458651,4399	-750367645,0195	11559499098,0289	11978491936,2524	-0,2546	-0,0626	0,9650	15,1990	283,8239	7,2271	0,4715	9,2931	4,9114	13,6747
238,4000	-3053123815,5956	-751254824,4682	11561598697,9163	11981507137,9315	-0,2548	-0,0627	0,9650	15,2137	283,8236	7,2308	0,4717	9,3006	4,9131	13,6881
238,5000	-3056778621,1413	-752139505,6507	11563699676,7635	11984521667,0924	-0,2551	-0,0628	0,9649	15,2284	283,8234	7,2344	0,4720	9,3081	4,9147	13,7016
238,6000	-3060423056,9440	-753021685,8721	11565802028,1706	11987535505,7536	-0,2553	-0,0628	0,9648	15,2431	283,8231	7,2381	0,4723	9,3157	4,9163	13,7151
238,7000	-3064057111,9020	-753901362,4452	11567905745,7334	11990548635,9660	-0,2555	-0,0629	0,9648	15,2577	283,8229	7,2417	0,4725	9,3233	4,9179	13,7286
238,8000	-3067680774,9454	-754778532,6903	11570010823,0437	11993561039,8133	-0,2558	-0,0629	0,9647	15,2722	283,8226	7,2453	0,4728	9,3309	4,9195	13,7422
238,9000	-3071294035,0359	-755653193,9354	11572117253,6890	11996572699,4120	-0,2560	-0,0630	0,9646	15,2867	283,8224	7,2490	0,4730	9,3385	4,9211	13,7559
239,0000	-3074896881,1669	-756525343,5161	11574225031,2527	11999583596,9116	-0,2563	-0,0630	0,9646	15,3011	283,8221	7,2526	0,4733	9,3461	4,9228	13,7695
239,1000	-3078489302,3634	-757394978,7757	11576334149,3143	12002593714,4944	-0,2565	-0,0631	0,9645	15,3155	283,8219	7,2563	0,4735	9,3538	4,9244	13,7832
239,2000	-3082071287,6824	-758262097,0652	11578444601,4489	12005603034,3762	-0,2567	-0,0632	0,9644	15,3298	283,8216	7,2599	0,4738	9,3615	4,9260	13,7970
239,3000	-3085642826,2124	-759126695,7431	11580556381,2277	12008611538,8058	-0,2570	-0,0632	0,9644	15,3440	283,8214	7,2635	0,4741	9,3692	4,9275	13,8108
239,4000	-3089203907,0740	-759988772,1758	11582669482,2180	12011619210,0657	-0,2572	-0,0633	0,9643	15,3582	283,8211	7,2672	0,4743	9,3769	4,9291	13,8246
239,5000	-3092754519,4195	-760848323,7372	11584783897,9829	12014626030,4716	-0,2574	-0,0633	0,9642	15,3724	283,8209	7,2708	0,4746	9,3846	4,9307	13,8385
239,6000	-3096294652,4331	-761705347,8089	11586899622,0813	12017631982,3730	-0,2576	-0,0634	0,9642	15,3864	283,8206	7,2745	0,4749	9,3924	4,9323	13,8524
239,7000	-3099824295,3310	-762559841,7804	11589016648,0686	12020637048,1532	-0,2579	-0,0634	0,9641	15,4004	283,8204	7,2781	0,4751	9,4001	4,9339	13,8664
239,8000	-3103343437,3612	-763411803,0486	11591134969,4959	12023641210,2290	-0,2581	-0,0635	0,9640	15,4144	283,8202	7,2817	0,4754	9,4079	4,9354	13,8804
239,9000	-3106852067,8038	-764261229,0184	11593254579,9104	12026644451,0516	-0,2583	-0,0635	0,9640	15,4283	283,8199	7,2854	0,4757	9,4157	4,9370	13,8944
240,0000	-3110350175,9710	-765108117,1023	11595375472,8553	12029646753,1060	-0,2586	-0,0636	0,9639	15,4421	283,8197	7,2890	0,4759	9,4236	4,9386	13,9085
240,1000	-3113837751,2068	-765952464,7205	11597497641,8702	12032648098,9114	-0,2588	-0,0637	0,9638	15,4559	283,8194	7,2926	0,4762	9,4314	4,9401	13,9227
240,2000	-3117314782,8876	-766794269,3009	11599621080,4904	12035648471,0214	-0,2590	-0,0637	0,9638	15,4696	283,8192	7,2963	0,4765	9,4393	4,9417	13,9368
240,3000	-3120781260,4216	-767633528,2793	11601745782,2477	12038647852,0239	-0,2592	-0,0638	0,9637	15,4833	283,8190	7,2999	0,4767	9,4471	4,9432	13,9511
240,4000	-3124237173,2495	-768470239,0992	11603871740,6698	12041646224,5413	-0,2595	-0,0638	0,9636	15,4969	283,8187	7,3036	0,4770	9,4551	4,9448	13,9653
240,5000	-3127682510,8438	-769304399,2117	11605998949,2807	12044643571,2307	-0,2597	-0,0639	0,9636	15,5104	283,8185	7,3072	0,4773	9,4630	4,9463	13,9796
240,6000	-3131117262,7095	-770136006,0759	11608127401,6006	12047639874,7839	-0,2599	-0,0639	0,9635	15,5239	283,8183	7,3108	0,4776	9,4709	4,9479	13,9940
240,7000	-3134541418,3838	-770965057,1586	11610257091,1457	12050635117,9273	-0,2601	-0,0640	0,9635	15,5374	283,8181	7,3145	0,4779	9,4789	4,9494	14,0084
240,8000	-3137954967,4360	-771791549,9344	11612388011,4287	12053629283,4225	-0,2603	-0,0640	0,9634	15,5507	283,8178	7,3181	0,4781	9,4869	4,9509	14,0228
240,9000	-3141357899,4679	-772615481,8855	11614520155,9585	12056622354,0661	-0,2606	-0,0641	0,9633	15,5640	283,8176	7,3217	0,4784	9,4949	4,9524	14,0373
241,0000	-3144750204,1136	-773436850,5022	11616653518,2402	12059614312,6897	-0,2608	-0,0641	0,9633	15,5773	283,8174	7,3254	0,4787	9,5029	4,9540	14,0518
241,1000	-3148131871,0396	-774255653,2825	11618788091,7751	12062605142,1602	-0,2610	-0,0642	0,9632	15,5905	283,8172	7,3290	0,4790	9,5109	4,9555	14,0664
241,2000	-3151502889,9446	-775071887,7320	11620923870,0610	12065594825,3800	-0,2612	-0,0642	0,9631	15,6036	283,8169	7,3326	0,4793	9,5190	4,9570	14,0810
241,3000	-3154863250,5600	-775885551,3645	11623060846,5920	12068583345,2866	-0,2614	-0,0643	0,9631	15,6167	283,8167	7,3363	0,4795	9,5271	4,9585	14,0956
241,4000	-3158212942,6496	-776696641,7013	11625199014,8584	12071570684,8535	-0,2616	-0,0643	0,9630	15,6297	283,8165	7,3399	0,4798	9,5352	4,9600	14,1103
241,5000	-3161551956,0096	-777505156,2718	11627338368,3470	12074556827,0894	-0,2618	-0,0644	0,9630	15,6427	283,8163	7,3435	0,4801	9,5433	4,9615	14,1251
241,6000	-3164880280,4687	-778311092,6130	11629478900,5410	12077541755,0391	-0,2620	-0,0644	0,9629	15,6556	283,8161	7,3472	0,4804	9,5514	4,9630	14,1399
241,7000	-3168197905,8884	-779114448,2700	11631620604,9199	12080525451,7830	-0,2623	-0,0645	0,9628	15,6684	283,8159	7,3508	0,4807	9,5596	4,9645	14,1547
241,8000	-3171504822,1625	-779915220,7955	11633763474,9598	12083507900,4375	-0,2625	-0,0645	0,9628	15,6812	283,8157	7,3544	0,4810	9,5678	4,9660	14,1696
241,9000	-3174801019,2177	-780713407,7503	11635907504,1330	12086489084,1553	-0,2627	-0,0646	0,9627	15,6940	283,8154	7,3581	0,4813	9,5760	4,9674	14,1845
242,0000	-3178086487,0131	-781509006,7030	11638052685,9085	12089468986,1249	-0,2629	-0,0646	0,9627	15,7066	283,8152	7,3617	0,4816	9,5842	4,9689	14,1994
242,1000	-3181361215,5406	-782302015,2301	11640199013,7517	12092447589,5712	-0,2631	-0,0647	0,9626	15,7193	283,8150	7,3653	0,4818	9,5924	4,9704	14,2144
242,2000	-3184625194,8249	-783092430,9158	11642346481,1246	12095424877,7554	-0,2633	-0,0647	0,9625	15,7318	283,8148	7,3689	0,4821	9,6007	4,9718	14,2295
242,3000	-3187878414,9233	-783880251,3525	11644495081,4855	12098400833,9753	-0,2635	-0,0648	0,9625	15,7443	283,8146	7,3726	0,4824	9,6089	4,9733	14,2446
242,4000	-3191120865,9259	-784665474,1403	11646644808,2894	12101375441,5649	-0,2637	-0,0648	0,9624	15,7568	283,8144	7,3762	0,4827	9,6172	4,9747	14,2597
242,5000	-3194352537,9557	-785448096,8873	11648795654,9879	12104348683,8951	-0,2639	-0,0649	0,9624	15,7691	283,8142	7,3798	0,4830	9,6256	4,9762	14,2749
242,6000	-3197573421,1684	-786228117,2095	11650947615,0292	12107320544,3735	-0,2641	-0,0649	0,9623	15,7815	283,8140	7,3834	0,4833	9,6339	4,9776	14,2902
242,7000	-3200783505,7527	-787005532,7308	11653100681,8580	12110291006,4444	-0,2643	-0,0650	0,9622	15,7937	283,8138	7,3871	0,4836	9,6423	4,9791	14,3054
242,8000	-3203982781,9300	-787780341,0831	11655254848,9157	12113260053,5890	-0,2645	-0,0650	0,9622	15,8059	283,8136	7,3907	0,4839	9,6506	4,9805	14,3207
242,9000	-3207171239,9549	-788552539,9061	11657410109,6403	12116227669,3256	-0,2647	-0,0651	0,9621	15,8181	283,8134	7,3943	0,4842	9,6590	4,9820	14,3361
243,0000	-3210348870,1146	-789322126,8477	11659566457,4666	12119193837,2095	-0,2649	-0,0651	0,9621	15,8302	283,8132	7,3979	0,4845	9,6675	4,9834	14,3515
243,1000	-3213515662,7298	-790089099,5635	11661723885,8259	12122158540,8334	-0,2651	-0,0652	0,9620	15,8422	283,8130	7,4015	0,4848	9,6759	4,9848	14,3670
243,2000	-3216671608,1536	-790853455,7171	11663882388,1462	12125121763,8269	-0,2653	-0,0652	0,9620	15,8542	283,8128	7,4052	0,4851	9,6844	4,9862	14,3825
243,3000	-3219816696,7726	-791615192,9803	11666041957,8526	12128083489,8573	-0,2655	-0,0653	0,9619	15,8661	283,8126	7,4088	0,4854	9,6928	4,9876	14,3980
243,4000	-3222950919,0063	-792374309,0326	11668202588,3664	12131043702,6292	-0,2657	-0,0653	0,9618	15,8780	283,8124	7,4124	0,4857	9,7013	4,9890	14,4136
243,5000	-3226074265,3073	-793130801,5617	11670364273,1061	12134002385,8847	-0,2659	-0,0654	0,9618	15,8898	283,8122	7,4160	0,4860	9,7099	4,9904	14,4293
243,6000	-3229186726,1613	-793884668,2631	11672527005,4869	12136959523,4037	-0,2661	-0,0654	0,9617	15,9015	283,8121	7,4196	0,4864	9,7184	4,9918	14,4450
243,7000	-3232288292,0873	-794635906,8405	11674690778,9205	12139915099,0036	-0,2663	-0,0655	0,9617	15,9132	283,8119	7,4232	0,4867	9,7270	4,9932	14,4607
243,8000	-3235378953,6373	-795384515,0053	11676855586,8159	12142869096,5399	-0,2664	-0,0655	0,9616	15,9248	283,8117	7,4269	0,4870	9,7355	4,9946	14,4765
243,9000	-3238458701,3966	-796130490,4773	11679021422,5786	12145821499,9056	-0,2666	-0,0655	0,9616	15,9364	283,8115	7,4305	0,4873	9,7442	4,9960	14,4923
244,0000	-3241527525,9839	-796873830,9841	11681188279,6112	12148772293,0321	-0,2668	-0,0656	0,9615	15,9479	283,8113	7,4341	0,4876	9,7528	4,9974	14,5082
244,1000	-3244585418,0508	-797614534,2613	11683356151,3129	12151721459,8885	-0,2670	-0,0656	0,9615	15,9594	283,8111	7,4377	0,4879	9,7614	4,9988	14,5241
244,2000	-3247632368,2827	-798352598,0526	11685525031,0801	12154668984,4822	-0,2672	-0,0657	0,9614	15,9708	283,8109	7,4413	0,4882	9,7701	5,0001	14,5401
244,3000	-3250668367,3978	-799088020,1097	11687694912,3060	12157614850,8590	-0,2674	-0,0657	0,9613	15,9821	283,8108	7,4449	0,4885	9,7788	5,0015	14,5561
244,4000	-3253693406,1481	-799820798,1925	11689865788,3808	12160559043,1028	-0,2676	-0,0658	0,9613	15,9934	283,8106	7,4485	0,4889	9,7875	5,0029	14,5721
244,5000	-3256707475,3188	-800550930,0687	11692037652,6916	12163501545,3359	-0,2677	-0,0658	0,9612	16,0046	283,8104	7,4521	0,4892	9,7962	5,0042	14,5882
244,6000	-3259710565,7284	-801278413,5142	11694210498,6225	12166442341,7192	-0,2679	-0,0659	0,9612	16,0158	283,8102	7,4557	0,4895	9,8050	5,0056	14,6044
244,7000	-3262702668,2291	-802003246,3130	11696384319,5547	12169381416,4521	-0,2681	-0,0659	0,9611	16,0269	283,8100	7,4593	0,4898	9,8137	5,0069	14,6206
244,8000	-3265683773,7063	-802725426,2572	11698559108,8663	12172318753,7727	-0,2683	-0,0659	0,9611	16,0379	283,8099	7,4629	0,4901	9,8225	5,0083	14,6368
