
gamma	V_grav_X_inf	V_grav_Y_inf	V_grav_Z_inf	V_grav_inf	i_gip	ortX	ortY	ortZ	normort	V_grav_gel_X	V_grav_gel_Y	V_grav_gel_Z	V_grav_gel	dV_grav
173,1000	0,6301	-5,7873	0,7939	5,8754	172,2290	0,3015	-4,2043	-30,8874	31,1737	-12,2347	-8,2431	1,0919	14,7928	6,9092
173,2000	0,6301	-5,7886	0,7847	5,8754	172,3176	0,2730	-4,1584	-30,8939	31,1737	-12,2346	-8,2443	1,0828	14,7928	6,9091
173,3000	0,6302	-5,7898	0,7756	5,8754	172,4058	0,2445	-4,1125	-30,9003	31,1737	-12,2345	-8,2455	1,0736	14,7927	6,9090
173,4000	0,6303	-5,7910	0,7664	5,8754	172,4938	0,2160	-4,0666	-30,9066	31,1737	-12,2344	-8,2467	1,0644	14,7927	6,9090
173,5000	0,6303	-5,7922	0,7572	5,8754	172,5815	0,1875	-4,0207	-30,9127	31,1737	-12,2344	-8,2479	1,0552	14,7926	6,9090
173,6000	0,6304	-5,7934	0,7480	5,8754	172,6688	0,1590	-3,9747	-30,9188	31,1737	-12,2343	-8,2491	1,0460	14,7926	6,9089
173,7000	0,6304	-5,7946	0,7388	5,8754	172,7558	0,1305	-3,9288	-30,9249	31,1737	-12,2343	-8,2503	1,0369	14,7926	6,9089
173,8000	0,6305	-5,7958	0,7296	5,8754	172,8425	0,1019	-3,8828	-30,9308	31,1737	-12,2343	-8,2515	1,0277	14,7926	6,9089
173,9000	0,6305	-5,7969	0,7204	5,8754	172,9288	0,0734	-3,8368	-30,9366	31,1737	-12,2342	-8,2526	1,0185	14,7925	6,9089
174,0000	0,6305	-5,7980	0,7113	5,8754	173,0148	0,0449	-3,7909	-30,9423	31,1737	-12,2342	-8,2537	1,0093	14,7925	6,9089
174,1000	0,6305	-5,7992	0,7021	5,8754	173,1004	0,0164	-3,7449	-30,9479	31,1737	-12,2342	-8,2549	1,0001	14,7925	6,9088
174,2000	0,6305	-5,8003	0,6929	5,8754	173,1856	-0,0121	-3,6988	-30,9535	31,1737	-12,2342	-8,2560	0,9909	14,7925	6,9088
174,3000	0,6305	-5,8014	0,6837	5,8754	173,2704	-0,0406	-3,6528	-30,9589	31,1737	-12,2342	-8,2571	0,9817	14,7925	6,9089
174,4000	0,6305	-5,8024	0,6745	5,8754	173,3548	-0,0691	-3,6068	-30,9643	31,1737	-12,2342	-8,2581	0,9725	14,7925	6,9089
174,5000	0,6305	-5,8035	0,6653	5,8754	173,4387	-0,0976	-3,5607	-30,9695	31,1737	-12,2343	-8,2592	0,9633	14,7925	6,9089
174,6000	0,6304	-5,8045	0,6561	5,8754	173,5222	-0,1261	-3,5147	-30,9747	31,1737	-12,2343	-8,2603	0,9541	14,7926	6,9089
174,7000	0,6304	-5,8056	0,6469	5,8754	173,6052	-0,1546	-3,4686	-30,9797	31,1737	-12,2343	-8,2613	0,9449	14,7926	6,9089
174,8000	0,6304	-5,8066	0,6377	5,8754	173,6877	-0,1831	-3,4226	-30,9847	31,1737	-12,2344	-8,2623	0,9357	14,7926	6,9089
174,9000	0,6303	-5,8076	0,6285	5,8754	173,7698	-0,2116	-3,3765	-30,9896	31,1737	-12,2344	-8,2633	0,9265	14,7926	6,9090
175,0000	0,6302	-5,8086	0,6193	5,8754	173,8512	-0,2401	-3,3304	-30,9943	31,1737	-12,2345	-8,2643	0,9173	14,7927	6,9090
175,1000	0,6301	-5,8096	0,6101	5,8754	173,9322	-0,2687	-3,2843	-30,9990	31,1737	-12,2346	-8,2653	0,9081	14,7927	6,9091
175,2000	0,6301	-5,8106	0,6008	5,8754	174,0125	-0,2972	-3,2382	-31,0036	31,1737	-12,2347	-8,2663	0,8989	14,7928	6,9091
175,3000	0,6300	-5,8115	0,5916	5,8754	174,0923	-0,3257	-3,1920	-31,0081	31,1737	-12,2348	-8,2672	0,8897	14,7928	6,9092
175,4000	0,6299	-5,8125	0,5824	5,8754	174,1714	-0,3542	-3,1459	-31,0125	31,1737	-12,2349	-8,2682	0,8804	14,7929	6,9092
175,5000	0,6298	-5,8134	0,5732	5,8754	174,2499	-0,3827	-3,0997	-31,0168	31,1737	-12,2350	-8,2691	0,8712	14,7930	6,9093
175,6000	0,6296	-5,8143	0,5640	5,8754	174,3277	-0,4112	-3,0536	-31,0210	31,1737	-12,2351	-8,2700	0,8620	14,7930	6,9093
175,7000	0,6295	-5,8152	0,5548	5,8754	174,4048	-0,4397	-3,0074	-31,0252	31,1737	-12,2352	-8,2709	0,8528	14,7931	6,9094
175,8000	0,6294	-5,8161	0,5456	5,8754	174,4812	-0,4682	-2,9613	-31,0292	31,1737	-12,2353	-8,2718	0,8436	14,7932	6,9095
175,9000	0,6292	-5,8170	0,5363	5,8754	174,5568	-0,4967	-2,9151	-31,0331	31,1737	-12,2355	-8,2727	0,8344	14,7933	6,9096
176,0000	0,6291	-5,8178	0,5271	5,8754	174,6317	-0,5252	-2,8689	-31,0370	31,1737	-12,2356	-8,2735	0,8252	14,7933	6,9097
176,1000	0,6289	-5,8187	0,5179	5,8754	174,7057	-0,5536	-2,8227	-31,0407	31,1737	-12,2358	-8,2744	0,8159	14,7934	6,9098
176,2000	0,6288	-5,8195	0,5087	5,8754	174,7788	-0,5821	-2,7765	-31,0443	31,1737	-12,2360	-8,2752	0,8067	14,7935	6,9099
176,3000	0,6286	-5,8203	0,4995	5,8754	174,8510	-0,6106	-2,7303	-31,0479	31,1737	-12,2361	-8,2760	0,7975	14,7936	6,9100
176,4000	0,6284	-5,8211	0,4902	5,8754	174,9223	-0,6391	-2,6840	-31,0513	31,1737	-12,2363	-8,2768	0,7883	14,7938	6,9101
176,5000	0,6282	-5,8219	0,4810	5,8754	174,9926	-0,6676	-2,6378	-31,0547	31,1737	-12,2365	-8,2776	0,7790	14,7939	6,9102
176,6000	0,6280	-5,8227	0,4718	5,8754	175,0619	-0,6961	-2,5916	-31,0580	31,1737	-12,2367	-8,2784	0,7698	14,7940	6,9103
176,7000	0,6278	-5,8234	0,4626	5,8754	175,1301	-0,7246	-2,5453	-31,0612	31,1737	-12,2369	-8,2792	0,7606	14,7941	6,9104
176,8000	0,6276	-5,8242	0,4533	5,8754	175,1972	-0,7530	-2,4990	-31,0642	31,1737	-12,2372	-8,2799	0,7514	14,7942	6,9106
176,9000	0,6273	-5,8249	0,4441	5,8754	175,2632	-0,7815	-2,4528	-31,0672	31,1737	-12,2374	-8,2806	0,7421	14,7944	6,9107
177,0000	0,6271	-5,8257	0,4349	5,8754	175,3279	-0,8100	-2,4065	-31,0701	31,1737	-12,2376	-8,2814	0,7329	14,7945	6,9108
177,1000	0,6269	-5,8264	0,4256	5,8754	175,3914	-0,8385	-2,3602	-31,0729	31,1737	-12,2379	-8,2821	0,7237	14,7947	6,9110
177,2000	0,6266	-5,8271	0,4164	5,8754	175,4536	-0,8669	-2,3139	-31,0756	31,1737	-12,2381	-8,2828	0,7144	14,7948	6,9111
177,3000	0,6263	-5,8277	0,4072	5,8754	175,5144	-0,8954	-2,2677	-31,0782	31,1737	-12,2384	-8,2834	0,7052	14,7950	6,9113
177,4000	0,6261	-5,8284	0,3979	5,8754	175,5738	-0,9239	-2,2214	-31,0807	31,1737	-12,2387	-8,2841	0,6960	14,7951	6,9114
177,5000	0,6258	-5,8291	0,3887	5,8754	175,6317	-0,9523	-2,1750	-31,0831	31,1737	-12,2389	-8,2848	0,6867	14,7953	6,9116
177,6000	0,6255	-5,8297	0,3795	5,8754	175,6881	-0,9808	-2,1287	-31,0855	31,1737	-12,2392	-8,2854	0,6775	14,7955	6,9118
177,7000	0,6252	-5,8303	0,3702	5,8754	175,7429	-1,0092	-2,0824	-31,0877	31,1737	-12,2395	-8,2860	0,6683	14,7956	6,9120
177,8000	0,6249	-5,8309	0,3610	5,8754	175,7960	-1,0377	-2,0361	-31,0898	31,1737	-12,2398	-8,2866	0,6590	14,7958	6,9121
177,9000	0,6246	-5,8315	0,3518	5,8754	175,8474	-1,0661	-1,9897	-31,0918	31,1737	-12,2401	-8,2872	0,6498	14,7960	6,9123
178,0000	0,6243	-5,8321	0,3425	5,8754	175,8970	-1,0946	-1,9434	-31,0938	31,1737	-12,2405	-8,2878	0,6406	14,7962	6,9125
178,1000	0,6239	-5,8327	0,3333	5,8754	175,9447	-1,1230	-1,8971	-31,0956	31,1737	-12,2408	-8,2884	0,6313	14,7964	6,9127
178,2000	0,6236	-5,8332	0,3241	5,8754	175,9906	-1,1515	-1,8507	-31,0974	31,1737	-12,2411	-8,2890	0,6221	14,7966	6,9129
178,3000	0,6233	-5,8338	0,3148	5,8754	176,0344	-1,1799	-1,8044	-31,0990	31,1737	-12,2415	-8,2895	0,6129	14,7968	6,9131
178,4000	0,6229	-5,8343	0,3056	5,8754	176,0762	-1,2083	-1,7580	-31,1006	31,1737	-12,2418	-8,2900	0,6036	14,7970	6,9133
178,5000	0,6225	-5,8348	0,2964	5,8754	176,1158	-1,2368	-1,7116	-31,1021	31,1737	-12,2422	-8,2905	0,5944	14,7972	6,9135
178,6000	0,6222	-5,8353	0,2871	5,8754	176,1533	-1,2652	-1,6653	-31,1035	31,1737	-12,2426	-8,2910	0,5851	14,7974	6,9138
178,7000	0,6218	-5,8358	0,2779	5,8754	176,1885	-1,2936	-1,6189	-31,1047	31,1737	-12,2429	-8,2915	0,5759	14,7977	6,9140
178,8000	0,6214	-5,8363	0,2686	5,8754	176,2214	-1,3220	-1,5725	-31,1059	31,1737	-12,2433	-8,2920	0,5667	14,7979	6,9142
178,9000	0,6210	-5,8368	0,2594	5,8754	176,2519	-1,3505	-1,5261	-31,1070	31,1737	-12,2437	-8,2925	0,5574	14,7981	6,9144
179,0000	0,6206	-5,8372	0,2502	5,8754	176,2800	-1,3789	-1,4797	-31,1080	31,1737	-12,2441	-8,2929	0,5482	14,7984	6,9147
179,1000	0,6202	-5,8376	0,2409	5,8754	176,3056	-1,4073	-1,4333	-31,1089	31,1737	-12,2445	-8,2933	0,5389	14,7986	6,9149
179,2000	0,6198	-5,8381	0,2317	5,8754	176,3286	-1,4357	-1,3869	-31,1097	31,1737	-12,2450	-8,2938	0,5297	14,7989	6,9152
179,3000	0,6193	-5,8385	0,2224	5,8754	176,3491	-1,4641	-1,3405	-31,1104	31,1737	-12,2454	-8,2942	0,5205	14,7991	6,9154
179,4000	0,6189	-5,8388	0,2132	5,8754	176,3669	-1,4925	-1,2941	-31,1110	31,1737	-12,2458	-8,2946	0,5112	14,7994	6,9157
179,5000	0,6184	-5,8392	0,2039	5,8754	176,3821	-1,5208	-1,2477	-31,1116	31,1737	-12,2463	-8,2949	0,5020	14,7996	6,9160
179,6000	0,6180	-5,8396	0,1947	5,8754	176,3945	-1,5492	-1,2013	-31,1120	31,1737	-12,2467	-8,2953	0,4927	14,7999	6,9162
179,7000	0,6175	-5,8399	0,1855	5,8754	176,4042	-1,5776	-1,1549	-31,1123	31,1737	-12,2472	-8,2956	0,4835	14,8002	6,9165
179,8000	0,6171	-5,8403	0,1762	5,8754	176,4112	-1,6060	-1,1084	-31,1126	31,1737	-12,2477	-8,2960	0,4742	14,8005	6,9168
179,9000	0,6166	-5,8406	0,1670	5,8754	176,4153	-1,6343	-1,0620	-31,1127	31,1737	-12,2482	-8,2963	0,4650	14,8008	6,9171
180,0000	0,6161	-5,8409	0,1577	5,8754	176,4167	-1,6627	-1,0156	-31,1127	31,1737	-12,2486	-8,2966	0,4558	14,8010	6,9174
180,1000	0,6156	-5,8412	0,1485	5,8754	176,4153	-1,6911	-0,9691	-31,1127	31,1737	-12,2491	-8,2969	0,4465	14,8013	6,9177
180,2000	0,6151	-5,8415	0,1392	5,8754	176,4112	-1,7194	-0,9227	-31,1126	31,1737	-12,2497	-8,2972	0,4373	14,8016	6,9180
180,3000	0,6146	-5,8417	0,1300	5,8754	176,4042	-1,7478	-0,8763	-31,1123	31,1737	-12,2502	-8,2975	0,4280	14,8019	6,9183
180,4000	0,6140	-5,8420	0,1208	5,8754	176,3945	-1,7761	-0,8298	-31,1120	31,1737	-12,2507	-8,2977	0,4188	14,8023	6,9186
180,5000	0,6135	-5,8422	0,1115	5,8754	176,3821	-1,8044	-0,7834	-31,1116	31,1737	-12,2512	-8,2980	0,4096	14,8026	6,9189
180,6000	0,6130	-5,8425	0,1023	5,8754	176,3669	-1,8328	-0,7369	-31,1110	31,1737	-12,2518	-8,2982	0,4003	14,8029	6,9192
180,7000	0,6124	-5,8427	0,0930	5,8754	176,3491	-1,8611	-0,6905	-31,1104	31,1737	-12,2523	-8,2984	0,3911	14,8032	6,9195
180,8000	0,6119	-5,8429	0,0838	5,8754	176,3286	-1,8894	-0,6440	-31,1097	31,1737	-12,2529	-8,2986	0,3818	14,8036	6,9199
180,9000	0,6113	-5,8431	0,0746	5,8754	176,3056	-1,9177	-0,5976	-31,1089	31,1737	-12,2534	-8,2988	0,3726	14,8039	6,9202
181,0000	0,6107	-5,8432	0,0653	5,8754	176,2800	-1,9460	-0,5511	-31,1080	31,1737	-12,2540	-8,2989	0,3633	14,8042	6,9206
181,1000	0,6101	-5,8434	0,0561	5,8754	176,2519	-1,9743	-0,5047	-31,1070	31,1737	-12,2546	-8,2991	0,3541	14,8046	6,9209
181,2000	0,6096	-5,8435	0,0468	5,8754	176,2214	-2,0026	-0,4582	-31,1059	31,1737	-12,2552	-8,2992	0,3449	14,8049	6,9213
181,3000	0,6090	-5,8437	0,0376	5,8754	176,1885	-2,0309	-0,4117	-31,1047	31,1737	-12,2558	-8,2994	0,3356	14,8053	6,9216
181,4000	0,6083	-5,8438	0,0284	5,8754	176,1533	-2,0592	-0,3653	-31,1035	31,1737	-12,2564	-8,2995	0,3264	14,8056	6,9220
181,5000	0,6077	-5,8439	0,0191	5,8754	176,1158	-2,0875	-0,3188	-31,1021	31,1737	-12,2570	-8,2996	0,3171	14,8060	6,9223
181,6000	0,6071	-5,8440	0,0099	5,8754	176,0762	-2,1158	-0,2724	-31,1006	31,1737	-12,2576	-8,2997	0,3079	14,8064	6,9227
181,7000	0,6065	-5,8440	0,0006	5,8754	176,0344	-2,1440	-0,2259	-31,0990	31,1737	-12,2583	-8,2998	0,2987	14,8068	6,9231
181,8000	0,6058	-5,8441	-0,0086	5,8754	175,9906	-2,1723	-0,1794	-31,0974	31,1737	-12,2589	-8,2998	0,2894	14,8071	6,9235
181,9000	0,6052	-5,8441	-0,0178	5,8754	175,9447	-2,2005	-0,1330	-31,0956	31,1737	-12,2595	-8,2999	0,2802	14,8075	6,9238
182,0000	0,6045	-5,8442	-0,0271	5,8754	175,8970	-2,2288	-0,0865	-31,0938	31,1737	-12,2602	-8,2999	0,2710	14,8079	6,9242
182,1000	0,6039	-5,8442	-0,0363	5,8754	175,8474	-2,2570	-0,0400	-31,0918	31,1737	-12,2609	-8,2999	0,2617	14,8083	6,9246
182,2000	0,6032	-5,8442	-0,0455	5,8754	175,7960	-2,2853	0,0064	-31,0898	31,1737	-12,2615	-8,2999	0,2525	14,8087	6,9250
182,3000	0,6025	-5,8442	-0,0548	5,8754	175,7429	-2,3135	0,0529	-31,0877	31,1737	-12,2622	-8,2999	0,2432	14,8091	6,9254
182,4000	0,6018	-5,8442	-0,0640	5,8754	175,6881	-2,3417	0,0994	-31,0855	31,1737	-12,2629	-8,2999	0,2340	14,8095	6,9259
182,5000	0,6011	-5,8441	-0,0732	5,8754	175,6317	-2,3699	0,1458	-31,0831	31,1737	-12,2636	-8,2998	0,2248	14,8099	6,9263
182,6000	0,6004	-5,8441	-0,0825	5,8754	175,5738	-2,3981	0,1923	-31,0807	31,1737	-12,2643	-8,2998	0,2155	14,8104	6,9267
182,7000	0,5997	-5,8440	-0,0917	5,8754	175,5144	-2,4263	0,2388	-31,0782	31,1737	-12,2650	-8,2997	0,2063	14,8108	6,9271
182,8000	0,5990	-5,8439	-0,1009	5,8754	175,4536	-2,4545	0,2852	-31,0756	31,1737	-12,2658	-8,2997	0,1971	14,8112	6,9275
182,9000	0,5982	-5,8439	-0,1102	5,8754	175,3914	-2,4827	0,3317	-31,0729	31,1737	-12,2665	-8,2996	0,1879	14,8117	6,9280
183,0000	0,5975	-5,8437	-0,1194	5,8754	175,3279	-2,5109	0,3781	-31,0701	31,1737	-12,2672	-8,2995	0,1786	14,8121	6,9284
183,1000	0,5967	-5,8436	-0,1286	5,8754	175,2632	-2,5390	0,4246	-31,0672	31,1737	-12,2680	-8,2993	0,1694	14,8125	6,9289
183,2000	0,5960	-5,8435	-0,1379	5,8754	175,1972	-2,5672	0,4711	-31,0642	31,1737	-12,2688	-8,2992	0,1602	14,8130	6,9293
183,3000	0,5952	-5,8433	-0,1471	5,8754	175,1301	-2,5953	0,5175	-31,0612	31,1737	-12,2695	-8,2991	0,1509	14,8135	6,9298
183,4000	0,5944	-5,8432	-0,1563	5,8754	175,0619	-2,6235	0,5640	-31,0580	31,1737	-12,2703	-8,2989	0,1417	14,8139	6,9302
183,5000	0,5936	-5,8430	-0,1655	5,8754	174,9926	-2,6516	0,6104	-31,0547	31,1737	-12,2711	-8,2987	0,1325	14,8144	6,9307
183,6000	0,5929	-5,8428	-0,1748	5,8754	174,9223	-2,6797	0,6569	-31,0513	31,1737	-12,2719	-8,2985	0,1233	14,8148	6,9312
183,7000	0,5921	-5,8426	-0,1840	5,8754	174,8510	-2,7079	0,7033	-31,0479	31,1737	-12,2727	-8,2983	0,1140	14,8153	6,9317
183,8000	0,5912	-5,8424	-0,1932	5,8754	174,7788	-2,7360	0,7498	-31,0443	31,1737	-12,2735	-8,2981	0,1048	14,8158	6,9321
183,9000	0,5904	-5,8422	-0,2024	5,8754	174,7057	-2,7641	0,7962	-31,0407	31,1737	-12,2743	-8,2979	0,0956	14,8163	6,9326
184,0000	0,5896	-5,8419	-0,2117	5,8754	174,6317	-2,7922	0,8427	-31,0370	31,1737	-12,2751	-8,2976	0,0864	14,8168	6,9331
184,1000	0,5888	-5,8417	-0,2209	5,8754	174,5568	-2,8202	0,8891	-31,0331	31,1737	-12,2760	-8,2974	0,0772	14,8173	6,9336
184,2000	0,5879	-5,8414	-0,2301	5,8754	174,4812	-2,8483	0,9356	-31,0292	31,1737	-12,2768	-8,2971	0,0679	14,8178	6,9341
184,3000	0,5871	-5,8411	-0,2393	5,8754	174,4048	-2,8764	0,9820	-31,0252	31,1737	-12,2776	-8,2968	0,0587	14,8183	6,9346
184,4000	0,5862	-5,8408	-0,2485	5,8754	174,3277	-2,9044	1,0284	-31,0210	31,1737	-12,2785	-8,2965	0,0495	14,8188	6,9351
184,5000	0,5854	-5,8405	-0,2577	5,8754	174,2499	-2,9325	1,0749	-31,0168	31,1737	-12,2794	-8,2962	0,0403	14,8193	6,9356
184,6000	0,5845	-5,8402	-0,2670	5,8754	174,1714	-2,9605	1,1213	-31,0125	31,1737	-12,2802	-8,2959	0,0311	14,8198	6,9362
184,7000	0,5836	-5,8398	-0,2762	5,8754	174,0923	-2,9886	1,1677	-31,0081	31,1737	-12,2811	-8,2956	0,0219	14,8204	6,9367
184,8000	0,5827	-5,8395	-0,2854	5,8754	174,0125	-3,0166	1,2141	-31,0036	31,1737	-12,2820	-8,2952	0,0127	14,8209	6,9372
184,9000	0,5818	-5,8391	-0,2946	5,8754	173,9322	-3,0446	1,2605	-30,9990	31,1737	-12,2829	-8,2948	0,0034	14,8214	6,9377
185,0000	0,5809	-5,8387	-0,3038	5,8754	173,8512	-3,0726	1,3070	-30,9943	31,1737	-12,2838	-8,2945	-0,0058	14,8220	6,9383
185,1000	0,5800	-5,8383	-0,3130	5,8754	173,7698	-3,1006	1,3534	-30,9896	31,1737	-12,2848	-8,2941	-0,0150	14,8225	6,9388
185,2000	0,5791	-5,8379	-0,3222	5,8754	173,6877	-3,1286	1,3998	-30,9847	31,1737	-12,2857	-8,2936	-0,0242	14,8231	6,9394
185,3000	0,5781	-5,8375	-0,3314	5,8754	173,6052	-3,1566	1,4462	-30,9797	31,1737	-12,2866	-8,2932	-0,0334	14,8236	6,9399
185,4000	0,5772	-5,8371	-0,3406	5,8754	173,5222	-3,1845	1,4926	-30,9747	31,1737	-12,2876	-8,2928	-0,0426	14,8242	6,9405
185,5000	0,5762	-5,8366	-0,3498	5,8754	173,4387	-3,2125	1,5389	-30,9695	31,1737	-12,2885	-8,2923	-0,0518	14,8247	6,9411
185,6000	0,5753	-5,8362	-0,3590	5,8754	173,3548	-3,2404	1,5853	-30,9643	31,1737	-12,2895	-8,2919	-0,0610	14,8253	6,9416
185,7000	0,5743	-5,8357	-0,3682	5,8754	173,2704	-3,2684	1,6317	-30,9589	31,1737	-12,2904	-8,2914	-0,0702	14,8259	6,9422
185,8000	0,5733	-5,8352	-0,3774	5,8754	173,1856	-3,2963	1,6781	-30,9535	31,1737	-12,2914	-8,2909	-0,0794	14,8265	6,9428
185,9000	0,5723	-5,8347	-0,3866	5,8754	173,1004	-3,3242	1,7245	-30,9479	31,1737	-12,2924	-8,2904	-0,0886	14,8270	6,9434
186,0000	0,5714	-5,8342	-0,3958	5,8754	173,0148	-3,3521	1,7708	-30,9423	31,1737	-12,2934	-8,2899	-0,0978	14,8276	6,9440
186,1000	0,5704	-5,8336	-0,4050	5,8754	172,9288	-3,3800	1,8172	-30,9366	31,1737	-12,2944	-8,2893	-0,1069	14,8282	6,9446
186,2000	0,5693	-5,8331	-0,4142	5,8754	172,8425	-3,4079	1,8635	-30,9308	31,1737	-12,2954	-8,2888	-0,1161	14,8288	6,9452
186,3000	0,5683	-5,8325	-0,4234	5,8754	172,7558	-3,4358	1,9099	-30,9249	31,1737	-12,2964	-8,2882	-0,1253	14,8294	6,9458
186,4000	0,5673	-5,8320	-0,4325	5,8754	172,6688	-3,4636	1,9562	-30,9188	31,1737	-12,2974	-8,2877	-0,1345	14,8300	6,9464
186,5000	0,5663	-5,8314	-0,4417	5,8754	172,5815	-3,4915	2,0026	-30,9127	31,1737	-12,2985	-8,2871	-0,1437	14,8307	6,9470
186,6000	0,5652	-5,8308	-0,4509	5,8754	172,4938	-3,5193	2,0489	-30,9066	31,1737	-12,2995	-8,2865	-0,1529	14,8313	6,9476
186,7000	0,5642	-5,8302	-0,4601	5,8754	172,4058	-3,5472	2,0952	-30,9003	31,1737	-12,3006	-8,2859	-0,1621	14,8319	6,9482
186,8000	0,5631	-5,8295	-0,4693	5,8754	172,3176	-3,5750	2,1415	-30,8939	31,1737	-12,3016	-8,2852	-0,1712	14,8325	6,9489
186,9000	0,5621	-5,8289	-0,4784	5,8754	172,2290	-3,6028	2,1879	-30,8874	31,1737	-12,3027	-8,2846	-0,1804	14,8332	6,9495
187,0000	0,5610	-5,8282	-0,4876	5,8754	172,1402	-3,6306	2,2342	-30,8808	31,1737	-12,3037	-8,2839	-0,1896	14,8338	6,9501
187,1000	0,5599	-5,8276	-0,4968	5,8754	172,0512	-3,6584	2,2805	-30,8742	31,1737	-12,3048	-8,2833	-0,1988	14,8344	6,9508
187,2000	0,5588	-5,8269	-0,5060	5,8754	171,9618	-3,6862	2,3268	-30,8674	31,1737	-12,3059	-8,2826	-0,2079	14,8351	6,9514
187,3000	0,5577	-5,8262	-0,5151	5,8754	171,8723	-3,7140	2,3730	-30,8606	31,1737	-12,3070	-8,2819	-0,2171	14,8357	6,9521
187,4000	0,5566	-5,8255	-0,5243	5,8754	171,7824	-3,7417	2,4193	-30,8536	31,1737	-12,3081	-8,2812	-0,2263	14,8364	6,9527
187,5000	0,5555	-5,8247	-0,5335	5,8754	171,6924	-3,7695	2,4656	-30,8466	31,1737	-12,3092	-8,2804	-0,2354	14,8371	6,9534
187,6000	0,5544	-5,8240	-0,5426	5,8754	171,6021	-3,7972	2,5119	-30,8394	31,1737	-12,3104	-8,2797	-0,2446	14,8377	6,9541
187,7000	0,5532	-5,8232	-0,5518	5,8754	171,5116	-3,8249	2,5581	-30,8322	31,1737	-12,3115	-8,2789	-0,2537	14,8384	6,9547
187,8000	0,5521	-5,8225	-0,5609	5,8754	171,4209	-3,8526	2,6044	-30,8249	31,1737	-12,3126	-8,2782	-0,2629	14,8391	6,9554
187,9000	0,5509	-5,8217	-0,5701	5,8754	171,3300	-3,8803	2,6506	-30,8175	31,1737	-12,3138	-8,2774	-0,2721	14,8398	6,9561
188,0000	0,5498	-5,8209	-0,5792	5,8754	171,2389	-3,9080	2,6968	-30,8100	31,1737	-12,3149	-8,2766	-0,2812	14,8405	6,9568
188,1000	0,5486	-5,8201	-0,5884	5,8754	171,1476	-3,9357	2,7430	-30,8024	31,1737	-12,3161	-8,2758	-0,2904	14,8412	6,9575
188,2000	0,5474	-5,8193	-0,5975	5,8754	171,0562	-3,9633	2,7893	-30,7947	31,1737	-12,3173	-8,2750	-0,2995	14,8418	6,9582
188,3000	0,5463	-5,8184	-0,6067	5,8754	170,9645	-3,9910	2,8355	-30,7869	31,1737	-12,3185	-8,2741	-0,3087	14,8425	6,9589
188,4000	0,5451	-5,8176	-0,6158	5,8754	170,8727	-4,0186	2,8817	-30,7790	31,1737	-12,3197	-8,2733	-0,3178	14,8433	6,9596
188,5000	0,5439	-5,8167	-0,6250	5,8754	170,7807	-4,0463	2,9279	-30,7710	31,1737	-12,3209	-8,2724	-0,3269	14,8440	6,9603
188,6000	0,5427	-5,8158	-0,6341	5,8754	170,6885	-4,0739	2,9740	-30,7629	31,1737	-12,3221	-8,2716	-0,3361	14,8447	6,9610
188,7000	0,5415	-5,8150	-0,6433	5,8754	170,5962	-4,1015	3,0202	-30,7548	31,1737	-12,3233	-8,2707	-0,3452	14,8454	6,9617
188,8000	0,5402	-5,8140	-0,6524	5,8754	170,5038	-4,1291	3,0664	-30,7465	31,1737	-12,3245	-8,2698	-0,3544	14,8461	6,9625
188,9000	0,5390	-5,8131	-0,6615	5,8754	170,4111	-4,1566	3,1125	-30,7381	31,1737	-12,3257	-8,2688	-0,3635	14,8469	6,9632
189,0000	0,5378	-5,8122	-0,6707	5,8754	170,3184	-4,1842	3,1587	-30,7297	31,1737	-12,3270	-8,2679	-0,3726	14,8476	6,9639
189,1000	0,5365	-5,8113	-0,6798	5,8754	170,2255	-4,2118	3,2048	-30,7212	31,1737	-12,3282	-8,2670	-0,3817	14,8483	6,9647
189,2000	0,5353	-5,8103	-0,6889	5,8754	170,1324	-4,2393	3,2509	-30,7125	31,1737	-12,3295	-8,2660	-0,3909	14,8491	6,9654
189,3000	0,5340	-5,8093	-0,6980	5,8754	170,0392	-4,2668	3,2970	-30,7038	31,1737	-12,3307	-8,2650	-0,4000	14,8498	6,9662
189,4000	0,5327	-5,8083	-0,7071	5,8754	169,9459	-4,2943	3,3431	-30,6950	31,1737	-12,3320	-8,2640	-0,4091	14,8506	6,9669
189,5000	0,5314	-5,8073	-0,7163	5,8754	169,8525	-4,3218	3,3892	-30,6860	31,1737	-12,3333	-8,2630	-0,4182	14,8514	6,9677
189,6000	0,5302	-5,8063	-0,7254	5,8754	169,7589	-4,3493	3,4353	-30,6770	31,1737	-12,3346	-8,2620	-0,4273	14,8521	6,9684
189,7000	0,5289	-5,8053	-0,7345	5,8754	169,6653	-4,3768	3,4814	-30,6679	31,1737	-12,3359	-8,2610	-0,4365	14,8529	6,9692
189,8000	0,5276	-5,8043	-0,7436	5,8754	169,5715	-4,4042	3,5274	-30,6587	31,1737	-12,3372	-8,2600	-0,4456	14,8537	6,9700
189,9000	0,5262	-5,8032	-0,7527	5,8754	169,4776	-4,4317	3,5735	-30,6495	31,1737	-12,3385	-8,2589	-0,4547	14,8544	6,9708
190,0000	0,5249	-5,8021	-0,7618	5,8754	169,3835	-4,4591	3,6195	-30,6401	31,1737	-12,3398	-8,2578	-0,4638	14,8552	6,9716
