
gamma	V_grav_X_inf	V_grav_Y_inf	V_grav_Z_inf	V_grav_inf	i_gip	ortX	ortY	ortZ	normort	V_grav_gel_X	V_grav_gel_Y	V_grav_gel_Z	V_grav_gel	dV_grav
190,1000	0,5236	-5,8011	-0,7709	5,8754	169,2894	-4,4865	3,6656	-30,6306	31,1737	-12,3411	-8,2568	-0,4729	14,8560	6,9723
190,2000	0,5223	-5,8000	-0,7800	5,8754	169,1952	-4,5140	3,7116	-30,6210	31,1737	-12,3425	-8,2557	-0,4820	14,8568	6,9731
190,3000	0,5209	-5,7988	-0,7891	5,8754	169,1009	-4,5413	3,7576	-30,6114	31,1737	-12,3438	-8,2546	-0,4911	14,8576	6,9739
190,4000	0,5196	-5,7977	-0,7982	5,8754	169,0064	-4,5687	3,8036	-30,6016	31,1737	-12,3452	-8,2534	-0,5002	14,8584	6,9747
190,5000	0,5182	-5,7966	-0,8073	5,8754	168,9119	-4,5961	3,8496	-30,5918	31,1737	-12,3465	-8,2523	-0,5092	14,8592	6,9755
190,6000	0,5168	-5,7954	-0,8164	5,8754	168,8173	-4,6234	3,8955	-30,5818	31,1737	-12,3479	-8,2511	-0,5183	14,8600	6,9764
190,7000	0,5155	-5,7943	-0,8254	5,8754	168,7226	-4,6508	3,9415	-30,5718	31,1737	-12,3493	-8,2500	-0,5274	14,8609	6,9772
190,8000	0,5141	-5,7931	-0,8345	5,8754	168,6278	-4,6781	3,9874	-30,5617	31,1737	-12,3507	-8,2488	-0,5365	14,8617	6,9780
190,9000	0,5127	-5,7919	-0,8436	5,8754	168,5329	-4,7054	4,0334	-30,5514	31,1737	-12,3521	-8,2476	-0,5456	14,8625	6,9788
191,0000	0,5113	-5,7907	-0,8527	5,8754	168,4379	-4,7327	4,0793	-30,5411	31,1737	-12,3535	-8,2464	-0,5546	14,8633	6,9797
191,1000	0,5099	-5,7895	-0,8617	5,8754	168,3429	-4,7600	4,1252	-30,5307	31,1737	-12,3549	-8,2452	-0,5637	14,8642	6,9805
191,2000	0,5084	-5,7882	-0,8708	5,8754	168,2477	-4,7872	4,1711	-30,5202	31,1737	-12,3563	-8,2440	-0,5728	14,8650	6,9813
191,3000	0,5070	-5,7870	-0,8799	5,8754	168,1525	-4,8145	4,2170	-30,5096	31,1737	-12,3577	-8,2427	-0,5819	14,8659	6,9822
191,4000	0,5056	-5,7857	-0,8889	5,8754	168,0572	-4,8417	4,2629	-30,4989	31,1737	-12,3591	-8,2415	-0,5909	14,8667	6,9830
191,5000	0,5041	-5,7845	-0,8980	5,8754	167,9619	-4,8689	4,3087	-30,4881	31,1737	-12,3606	-8,2402	-0,6000	14,8676	6,9839
191,6000	0,5027	-5,7832	-0,9071	5,8754	167,8664	-4,8961	4,3546	-30,4773	31,1737	-12,3620	-8,2389	-0,6090	14,8684	6,9848
191,7000	0,5012	-5,7819	-0,9161	5,8754	167,7709	-4,9233	4,4004	-30,4663	31,1737	-12,3635	-8,2376	-0,6181	14,8693	6,9856
191,8000	0,4998	-5,7806	-0,9252	5,8754	167,6753	-4,9505	4,4462	-30,4552	31,1737	-12,3650	-8,2363	-0,6271	14,8702	6,9865
191,9000	0,4983	-5,7792	-0,9342	5,8754	167,5797	-4,9777	4,4920	-30,4441	31,1737	-12,3664	-8,2349	-0,6362	14,8710	6,9874
192,0000	0,4968	-5,7779	-0,9432	5,8754	167,4840	-5,0048	4,5378	-30,4329	31,1737	-12,3679	-8,2336	-0,6452	14,8719	6,9882
192,1000	0,4953	-5,7765	-0,9523	5,8754	167,3882	-5,0319	4,5836	-30,4215	31,1737	-12,3694	-8,2323	-0,6543	14,8728	6,9891
192,2000	0,4938	-5,7752	-0,9613	5,8754	167,2923	-5,0591	4,6294	-30,4101	31,1737	-12,3709	-8,2309	-0,6633	14,8737	6,9900
192,3000	0,4923	-5,7738	-0,9703	5,8754	167,1964	-5,0862	4,6751	-30,3986	31,1737	-12,3724	-8,2295	-0,6723	14,8746	6,9909
192,4000	0,4908	-5,7724	-0,9794	5,8754	167,1004	-5,1132	4,7209	-30,3870	31,1737	-12,3739	-8,2281	-0,6813	14,8755	6,9918
192,5000	0,4893	-5,7710	-0,9884	5,8754	167,0044	-5,1403	4,7666	-30,3752	31,1737	-12,3755	-8,2267	-0,6904	14,8764	6,9927
192,6000	0,4877	-5,7696	-0,9974	5,8754	166,9083	-5,1674	4,8123	-30,3634	31,1737	-12,3770	-8,2253	-0,6994	14,8773	6,9936
192,7000	0,4862	-5,7681	-1,0064	5,8754	166,8122	-5,1944	4,8580	-30,3516	31,1737	-12,3785	-8,2238	-0,7084	14,8782	6,9945
192,8000	0,4847	-5,7667	-1,0155	5,8754	166,7160	-5,2214	4,9037	-30,3396	31,1737	-12,3801	-8,2224	-0,7174	14,8791	6,9955
192,9000	0,4831	-5,7652	-1,0245	5,8754	166,6197	-5,2484	4,9493	-30,3275	31,1737	-12,3816	-8,2209	-0,7264	14,8801	6,9964
193,0000	0,4815	-5,7637	-1,0335	5,8754	166,5234	-5,2754	4,9950	-30,3153	31,1737	-12,3832	-8,2194	-0,7354	14,8810	6,9973
193,1000	0,4800	-5,7622	-1,0425	5,8754	166,4270	-5,3024	5,0406	-30,3031	31,1737	-12,3848	-8,2180	-0,7444	14,8819	6,9982
193,2000	0,4784	-5,7607	-1,0515	5,8754	166,3306	-5,3293	5,0862	-30,2907	31,1737	-12,3863	-8,2165	-0,7534	14,8828	6,9992
193,3000	0,4768	-5,7592	-1,0605	5,8754	166,2342	-5,3563	5,1318	-30,2783	31,1737	-12,3879	-8,2149	-0,7624	14,8838	7,0001
193,4000	0,4752	-5,7577	-1,0695	5,8754	166,1376	-5,3832	5,1774	-30,2657	31,1737	-12,3895	-8,2134	-0,7714	14,8847	7,0011
193,5000	0,4736	-5,7562	-1,0785	5,8754	166,0411	-5,4101	5,2230	-30,2531	31,1737	-12,3911	-8,2119	-0,7804	14,8857	7,0020
193,6000	0,4720	-5,7546	-1,0874	5,8754	165,9445	-5,4370	5,2685	-30,2404	31,1737	-12,3927	-8,2103	-0,7894	14,8866	7,0030
193,7000	0,4704	-5,7530	-1,0964	5,8754	165,8478	-5,4639	5,3141	-30,2276	31,1737	-12,3944	-8,2087	-0,7984	14,8876	7,0039
193,8000	0,4687	-5,7514	-1,1054	5,8754	165,7511	-5,4907	5,3596	-30,2147	31,1737	-12,3960	-8,2071	-0,8074	14,8886	7,0049
193,9000	0,4671	-5,7498	-1,1144	5,8754	165,6544	-5,5176	5,4051	-30,2017	31,1737	-12,3976	-8,2055	-0,8163	14,8895	7,0059
194,0000	0,4655	-5,7482	-1,1233	5,8754	165,5576	-5,5444	5,4506	-30,1886	31,1737	-12,3993	-8,2039	-0,8253	14,8905	7,0068
194,1000	0,4638	-5,7466	-1,1323	5,8754	165,4608	-5,5712	5,4961	-30,1754	31,1737	-12,4009	-8,2023	-0,8343	14,8915	7,0078
194,2000	0,4622	-5,7450	-1,1413	5,8754	165,3639	-5,5980	5,5415	-30,1621	31,1737	-12,4026	-8,2007	-0,8432	14,8925	7,0088
194,3000	0,4605	-5,7433	-1,1502	5,8754	165,2670	-5,6248	5,5870	-30,1487	31,1737	-12,4042	-8,1990	-0,8522	14,8935	7,0098
194,4000	0,4588	-5,7416	-1,1592	5,8754	165,1700	-5,6515	5,6324	-30,1353	31,1737	-12,4059	-8,1973	-0,8611	14,8945	7,0108
194,5000	0,4571	-5,7400	-1,1681	5,8754	165,0730	-5,6783	5,6778	-30,1217	31,1737	-12,4076	-8,1957	-0,8701	14,8955	7,0118
194,6000	0,4554	-5,7383	-1,1771	5,8754	164,9760	-5,7050	5,7232	-30,1081	31,1737	-12,4093	-8,1940	-0,8790	14,8965	7,0128
194,7000	0,4537	-5,7366	-1,1860	5,8754	164,8789	-5,7317	5,7686	-30,0944	31,1737	-12,4110	-8,1923	-0,8880	14,8975	7,0138
194,8000	0,4520	-5,7348	-1,1950	5,8754	164,7818	-5,7584	5,8139	-30,0805	31,1737	-12,4127	-8,1905	-0,8969	14,8985	7,0148
194,9000	0,4503	-5,7331	-1,2039	5,8754	164,6847	-5,7851	5,8592	-30,0666	31,1737	-12,4144	-8,1888	-0,9059	14,8995	7,0158
195,0000	0,4486	-5,7314	-1,2128	5,8754	164,5875	-5,8117	5,9046	-30,0526	31,1737	-12,4161	-8,1871	-0,9148	14,9005	7,0168
195,1000	0,4469	-5,7296	-1,2217	5,8754	164,4903	-5,8383	5,9499	-30,0385	31,1737	-12,4179	-8,1853	-0,9237	14,9015	7,0179
195,2000	0,4451	-5,7278	-1,2307	5,8754	164,3930	-5,8650	5,9951	-30,0243	31,1737	-12,4196	-8,1835	-0,9326	14,9026	7,0189
195,3000	0,4434	-5,7260	-1,2396	5,8754	164,2958	-5,8916	6,0404	-30,0100	31,1737	-12,4213	-8,1817	-0,9416	14,9036	7,0199
195,4000	0,4416	-5,7242	-1,2485	5,8754	164,1984	-5,9181	6,0857	-29,9957	31,1737	-12,4231	-8,1799	-0,9505	14,9046	7,0210
195,5000	0,4399	-5,7224	-1,2574	5,8754	164,1011	-5,9447	6,1309	-29,9812	31,1737	-12,4249	-8,1781	-0,9594	14,9057	7,0220
195,6000	0,4381	-5,7206	-1,2663	5,8754	164,0037	-5,9712	6,1761	-29,9666	31,1737	-12,4266	-8,1763	-0,9683	14,9067	7,0231
195,7000	0,4363	-5,7188	-1,2752	5,8754	163,9063	-5,9978	6,2213	-29,9520	31,1737	-12,4284	-8,1745	-0,9772	14,9078	7,0241
195,8000	0,4345	-5,7169	-1,2841	5,8754	163,8089	-6,0243	6,2664	-29,9372	31,1737	-12,4302	-8,1726	-0,9861	14,9088	7,0252
195,9000	0,4327	-5,7150	-1,2930	5,8754	163,7114	-6,0508	6,3116	-29,9224	31,1737	-12,4320	-8,1707	-0,9950	14,9099	7,0262
196,0000	0,4309	-5,7131	-1,3019	5,8754	163,6139	-6,0772	6,3567	-29,9075	31,1737	-12,4338	-8,1689	-1,0038	14,9110	7,0273
196,1000	0,4291	-5,7113	-1,3108	5,8754	163,5164	-6,1037	6,4018	-29,8925	31,1737	-12,4356	-8,1670	-1,0127	14,9120	7,0284
196,2000	0,4273	-5,7093	-1,3196	5,8754	163,4188	-6,1301	6,4469	-29,8774	31,1737	-12,4374	-8,1651	-1,0216	14,9131	7,0294
196,3000	0,4255	-5,7074	-1,3285	5,8754	163,3212	-6,1565	6,4920	-29,8622	31,1737	-12,4392	-8,1631	-1,0305	14,9142	7,0305
196,4000	0,4237	-5,7055	-1,3374	5,8754	163,2236	-6,1829	6,5371	-29,8469	31,1737	-12,4411	-8,1612	-1,0393	14,9153	7,0316
196,5000	0,4218	-5,7035	-1,3462	5,8754	163,1260	-6,2093	6,5821	-29,8315	31,1737	-12,4429	-8,1592	-1,0482	14,9164	7,0327
196,6000	0,4200	-5,7016	-1,3551	5,8754	163,0283	-6,2357	6,6271	-29,8160	31,1737	-12,4448	-8,1573	-1,0571	14,9175	7,0338
196,7000	0,4181	-5,6996	-1,3640	5,8754	162,9306	-6,2620	6,6721	-29,8005	31,1737	-12,4466	-8,1553	-1,0659	14,9186	7,0349
196,8000	0,4163	-5,6976	-1,3728	5,8754	162,8329	-6,2883	6,7171	-29,7848	31,1737	-12,4485	-8,1533	-1,0748	14,9197	7,0360
196,9000	0,4144	-5,6956	-1,3817	5,8754	162,7351	-6,3146	6,7620	-29,7691	31,1737	-12,4504	-8,1513	-1,0836	14,9208	7,0371
197,0000	0,4125	-5,6936	-1,3905	5,8754	162,6374	-6,3409	6,8070	-29,7533	31,1737	-12,4522	-8,1493	-1,0925	14,9219	7,0382
197,1000	0,4106	-5,6916	-1,3993	5,8754	162,5396	-6,3672	6,8519	-29,7373	31,1737	-12,4541	-8,1473	-1,1013	14,9230	7,0393
197,2000	0,4087	-5,6895	-1,4082	5,8754	162,4418	-6,3934	6,8968	-29,7213	31,1737	-12,4560	-8,1452	-1,1101	14,9241	7,0405
197,3000	0,4068	-5,6875	-1,4170	5,8754	162,3439	-6,4197	6,9416	-29,7052	31,1737	-12,4579	-8,1432	-1,1190	14,9253	7,0416
197,4000	0,4049	-5,6854	-1,4258	5,8754	162,2461	-6,4459	6,9865	-29,6890	31,1737	-12,4598	-8,1411	-1,1278	14,9264	7,0427
197,5000	0,4030	-5,6833	-1,4346	5,8754	162,1482	-6,4720	7,0313	-29,6727	31,1737	-12,4617	-8,1390	-1,1366	14,9275	7,0438
197,6000	0,4011	-5,6812	-1,4434	5,8754	162,0503	-6,4982	7,0761	-29,6564	31,1737	-12,4637	-8,1369	-1,1454	14,9287	7,0450
197,7000	0,3991	-5,6791	-1,4522	5,8754	161,9523	-6,5244	7,1209	-29,6399	31,1737	-12,4656	-8,1348	-1,1542	14,9298	7,0461
197,8000	0,3972	-5,6770	-1,4610	5,8754	161,8544	-6,5505	7,1657	-29,6234	31,1737	-12,4675	-8,1327	-1,1630	14,9309	7,0473
197,9000	0,3952	-5,6749	-1,4698	5,8754	161,7564	-6,5766	7,2104	-29,6067	31,1737	-12,4695	-8,1306	-1,1718	14,9321	7,0484
198,0000	0,3933	-5,6727	-1,4786	5,8754	161,6584	-6,6027	7,2551	-29,5900	31,1737	-12,4715	-8,1284	-1,1806	14,9333	7,0496
198,1000	0,3913	-5,6705	-1,4874	5,8754	161,5604	-6,6287	7,2998	-29,5732	31,1737	-12,4734	-8,1263	-1,1894	14,9344	7,0507
198,2000	0,3893	-5,6684	-1,4962	5,8754	161,4623	-6,6548	7,3445	-29,5562	31,1737	-12,4754	-8,1241	-1,1982	14,9356	7,0519
198,3000	0,3874	-5,6662	-1,5050	5,8754	161,3643	-6,6808	7,3891	-29,5392	31,1737	-12,4774	-8,1219	-1,2070	14,9368	7,0531
198,4000	0,3854	-5,6640	-1,5138	5,8754	161,2662	-6,7068	7,4338	-29,5221	31,1737	-12,4794	-8,1197	-1,2157	14,9379	7,0543
198,5000	0,3834	-5,6618	-1,5225	5,8754	161,1681	-6,7328	7,4784	-29,5049	31,1737	-12,4814	-8,1175	-1,2245	14,9391	7,0554
198,6000	0,3814	-5,6595	-1,5313	5,8754	161,0700	-6,7588	7,5230	-29,4877	31,1737	-12,4834	-8,1152	-1,2333	14,9403	7,0566
198,7000	0,3794	-5,6573	-1,5400	5,8754	160,9718	-6,7847	7,5675	-29,4703	31,1737	-12,4854	-8,1130	-1,2420	14,9415	7,0578
198,8000	0,3773	-5,6550	-1,5488	5,8754	160,8737	-6,8106	7,6121	-29,4529	31,1737	-12,4874	-8,1108	-1,2508	14,9427	7,0590
198,9000	0,3753	-5,6528	-1,5575	5,8754	160,7755	-6,8365	7,6566	-29,4353	31,1737	-12,4894	-8,1085	-1,2595	14,9439	7,0602
199,0000	0,3733	-5,6505	-1,5663	5,8754	160,6773	-6,8624	7,7011	-29,4177	31,1737	-12,4915	-8,1062	-1,2683	14,9451	7,0614
199,1000	0,3712	-5,6482	-1,5750	5,8754	160,5791	-6,8883	7,7455	-29,4000	31,1737	-12,4935	-8,1039	-1,2770	14,9463	7,0626
199,2000	0,3692	-5,6459	-1,5837	5,8754	160,4809	-6,9141	7,7900	-29,3821	31,1737	-12,4955	-8,1016	-1,2857	14,9475	7,0638
199,3000	0,3671	-5,6436	-1,5925	5,8754	160,3827	-6,9399	7,8344	-29,3642	31,1737	-12,4976	-8,0993	-1,2944	14,9487	7,0650
199,4000	0,3651	-5,6412	-1,6012	5,8754	160,2844	-6,9657	7,8788	-29,3462	31,1737	-12,4997	-8,0969	-1,3032	14,9499	7,0663
199,5000	0,3630	-5,6389	-1,6099	5,8754	160,1861	-6,9915	7,9232	-29,3282	31,1737	-12,5017	-8,0946	-1,3119	14,9512	7,0675
199,6000	0,3609	-5,6365	-1,6186	5,8754	160,0878	-7,0173	7,9675	-29,3100	31,1737	-12,5038	-8,0922	-1,3206	14,9524	7,0687
199,7000	0,3588	-5,6342	-1,6273	5,8754	159,9895	-7,0430	8,0118	-29,2917	31,1737	-12,5059	-8,0899	-1,3293	14,9536	7,0699
199,8000	0,3567	-5,6318	-1,6360	5,8754	159,8912	-7,0687	8,0561	-29,2734	31,1737	-12,5080	-8,0875	-1,3380	14,9549	7,0712
199,9000	0,3546	-5,6294	-1,6447	5,8754	159,7928	-7,0944	8,1004	-29,2549	31,1737	-12,5101	-8,0851	-1,3467	14,9561	7,0724
200,0000	0,3525	-5,6270	-1,6534	5,8754	159,6945	-7,1201	8,1447	-29,2364	31,1737	-12,5122	-8,0827	-1,3554	14,9573	7,0737
200,1000	0,3504	-5,6245	-1,6621	5,8754	159,5961	-7,1457	8,1889	-29,2178	31,1737	-12,5143	-8,0802	-1,3641	14,9586	7,0749
200,2000	0,3483	-5,6221	-1,6708	5,8754	159,4977	-7,1713	8,2331	-29,1991	31,1737	-12,5165	-8,0778	-1,3727	14,9599	7,0762
200,3000	0,3461	-5,6196	-1,6794	5,8754	159,3993	-7,1969	8,2773	-29,1803	31,1737	-12,5186	-8,0753	-1,3814	14,9611	7,0774
200,4000	0,3440	-5,6172	-1,6881	5,8754	159,3009	-7,2225	8,3214	-29,1614	31,1737	-12,5207	-8,0729	-1,3901	14,9624	7,0787
200,5000	0,3418	-5,6147	-1,6968	5,8754	159,2025	-7,2481	8,3655	-29,1424	31,1737	-12,5229	-8,0704	-1,3987	14,9636	7,0800
200,6000	0,3397	-5,6122	-1,7054	5,8754	159,1040	-7,2736	8,4096	-29,1234	31,1737	-12,5251	-8,0679	-1,4074	14,9649	7,0812
200,7000	0,3375	-5,6097	-1,7141	5,8754	159,0056	-7,2991	8,4537	-29,1042	31,1737	-12,5272	-8,0654	-1,4160	14,9662	7,0825
200,8000	0,3353	-5,6072	-1,7227	5,8754	158,9071	-7,3246	8,4978	-29,0850	31,1737	-12,5294	-8,0629	-1,4247	14,9675	7,0838
200,9000	0,3332	-5,6047	-1,7313	5,8754	158,8086	-7,3501	8,5418	-29,0657	31,1737	-12,5316	-8,0604	-1,4333	14,9688	7,0851
201,0000	0,3310	-5,6021	-1,7400	5,8754	158,7101	-7,3755	8,5858	-29,0462	31,1737	-12,5338	-8,0578	-1,4419	14,9701	7,0864
201,1000	0,3288	-5,5995	-1,7486	5,8754	158,6116	-7,4010	8,6298	-29,0267	31,1737	-12,5359	-8,0553	-1,4506	14,9714	7,0877
201,2000	0,3266	-5,5970	-1,7572	5,8754	158,5131	-7,4264	8,6737	-29,0072	31,1737	-12,5382	-8,0527	-1,4592	14,9727	7,0890
201,3000	0,3244	-5,5944	-1,7658	5,8754	158,4145	-7,4518	8,7176	-28,9875	31,1737	-12,5404	-8,0501	-1,4678	14,9740	7,0903
201,4000	0,3222	-5,5918	-1,7744	5,8754	158,3160	-7,4771	8,7615	-28,9677	31,1737	-12,5426	-8,0475	-1,4764	14,9753	7,0916
201,5000	0,3199	-5,5892	-1,7830	5,8754	158,2174	-7,5024	8,8054	-28,9478	31,1737	-12,5448	-8,0449	-1,4850	14,9766	7,0929
201,6000	0,3177	-5,5866	-1,7916	5,8754	158,1188	-7,5278	8,8492	-28,9279	31,1737	-12,5470	-8,0423	-1,4936	14,9779	7,0942
201,7000	0,3155	-5,5839	-1,8002	5,8754	158,0202	-7,5530	8,8930	-28,9079	31,1737	-12,5493	-8,0396	-1,5022	14,9792	7,0955
201,8000	0,3132	-5,5813	-1,8088	5,8754	157,9216	-7,5783	8,9368	-28,8877	31,1737	-12,5515	-8,0370	-1,5108	14,9805	7,0969
201,9000	0,3110	-5,5786	-1,8174	5,8754	157,8230	-7,6036	8,9806	-28,8675	31,1737	-12,5538	-8,0343	-1,5194	14,9819	7,0982
202,0000	0,3087	-5,5759	-1,8260	5,8754	157,7244	-7,6288	9,0243	-28,8472	31,1737	-12,5560	-8,0317	-1,5279	14,9832	7,0995
202,1000	0,3064	-5,5733	-1,8345	5,8754	157,6258	-7,6540	9,0680	-28,8268	31,1737	-12,5583	-8,0290	-1,5365	14,9845	7,1009
202,2000	0,3041	-5,5706	-1,8431	5,8754	157,5271	-7,6791	9,1117	-28,8064	31,1737	-12,5606	-8,0263	-1,5451	14,9859	7,1022
202,3000	0,3019	-5,5678	-1,8516	5,8754	157,4285	-7,7043	9,1553	-28,7858	31,1737	-12,5629	-8,0236	-1,5536	14,9872	7,1036
202,4000	0,2996	-5,5651	-1,8602	5,8754	157,3298	-7,7294	9,1989	-28,7652	31,1737	-12,5652	-8,0208	-1,5622	14,9886	7,1049
202,5000	0,2973	-5,5624	-1,8687	5,8754	157,2311	-7,7545	9,2425	-28,7444	31,1737	-12,5675	-8,0181	-1,5707	14,9899	7,1063
202,6000	0,2950	-5,5596	-1,8773	5,8754	157,1324	-7,7796	9,2861	-28,7236	31,1737	-12,5698	-8,0153	-1,5792	14,9913	7,1076
202,7000	0,2926	-5,5569	-1,8858	5,8754	157,0337	-7,8047	9,3296	-28,7027	31,1737	-12,5721	-8,0126	-1,5878	14,9927	7,1090
202,8000	0,2903	-5,5541	-1,8943	5,8754	156,9350	-7,8297	9,3731	-28,6817	31,1737	-12,5744	-8,0098	-1,5963	14,9940	7,1104
202,9000	0,2880	-5,5513	-1,9028	5,8754	156,8363	-7,8547	9,4166	-28,6606	31,1737	-12,5767	-8,0070	-1,6048	14,9954	7,1117
203,0000	0,2857	-5,5485	-1,9113	5,8754	156,7375	-7,8797	9,4600	-28,6394	31,1737	-12,5791	-8,0042	-1,6133	14,9968	7,1131
203,1000	0,2833	-5,5457	-1,9198	5,8754	156,6388	-7,9046	9,5035	-28,6182	31,1737	-12,5814	-8,0014	-1,6218	14,9982	7,1145
203,2000	0,2810	-5,5428	-1,9283	5,8754	156,5400	-7,9296	9,5468	-28,5968	31,1737	-12,5838	-7,9986	-1,6303	14,9995	7,1159
203,3000	0,2786	-5,5400	-1,9368	5,8754	156,4413	-7,9545	9,5902	-28,5754	31,1737	-12,5861	-7,9957	-1,6388	15,0009	7,1173
203,4000	0,2762	-5,5372	-1,9453	5,8754	156,3425	-7,9794	9,6335	-28,5539	31,1737	-12,5885	-7,9929	-1,6473	15,0023	7,1186
203,5000	0,2739	-5,5343	-1,9538	5,8754	156,2437	-8,0042	9,6768	-28,5323	31,1737	-12,5909	-7,9900	-1,6558	15,0037	7,1200
203,6000	0,2715	-5,5314	-1,9623	5,8754	156,1449	-8,0291	9,7201	-28,5106	31,1737	-12,5933	-7,9871	-1,6642	15,0051	7,1214
203,7000	0,2691	-5,5285	-1,9707	5,8754	156,0461	-8,0539	9,7634	-28,4888	31,1737	-12,5956	-7,9842	-1,6727	15,0065	7,1229
203,8000	0,2667	-5,5256	-1,9792	5,8754	155,9473	-8,0787	9,8066	-28,4669	31,1737	-12,5980	-7,9813	-1,6812	15,0079	7,1243
203,9000	0,2643	-5,5227	-1,9877	5,8754	155,8485	-8,1035	9,8498	-28,4449	31,1737	-12,6004	-7,9784	-1,6896	15,0094	7,1257
204,0000	0,2619	-5,5197	-1,9961	5,8754	155,7496	-8,1282	9,8929	-28,4229	31,1737	-12,6029	-7,9755	-1,6981	15,0108	7,1271
204,1000	0,2595	-5,5168	-2,0045	5,8754	155,6508	-8,1529	9,9360	-28,4008	31,1737	-12,6053	-7,9725	-1,7065	15,0122	7,1285
204,2000	0,2570	-5,5138	-2,0130	5,8754	155,5520	-8,1776	9,9791	-28,3786	31,1737	-12,6077	-7,9696	-1,7149	15,0136	7,1299
204,3000	0,2546	-5,5109	-2,0214	5,8754	155,4531	-8,2023	10,0222	-28,3563	31,1737	-12,6101	-7,9666	-1,7234	15,0151	7,1314
204,4000	0,2522	-5,5079	-2,0298	5,8754	155,3542	-8,2269	10,0652	-28,3339	31,1737	-12,6126	-7,9636	-1,7318	15,0165	7,1328
204,5000	0,2497	-5,5049	-2,0382	5,8754	155,2554	-8,2515	10,1082	-28,3114	31,1737	-12,6150	-7,9606	-1,7402	15,0179	7,1343
204,6000	0,2473	-5,5019	-2,0466	5,8754	155,1565	-8,2761	10,1512	-28,2888	31,1737	-12,6175	-7,9576	-1,7486	15,0194	7,1357
204,7000	0,2448	-5,4989	-2,0550	5,8754	155,0576	-8,3007	10,1941	-28,2662	31,1737	-12,6199	-7,9546	-1,7570	15,0208	7,1371
204,8000	0,2423	-5,4958	-2,0634	5,8754	154,9587	-8,3252	10,2370	-28,2434	31,1737	-12,6224	-7,9515	-1,7654	15,0223	7,1386
204,9000	0,2398	-5,4928	-2,0718	5,8754	154,8598	-8,3497	10,2799	-28,2206	31,1737	-12,6249	-7,9485	-1,7738	15,0237	7,1401
205,0000	0,2374	-5,4897	-2,0802	5,8754	154,7609	-8,3742	10,3228	-28,1977	31,1737	-12,6274	-7,9454	-1,7822	15,0252	7,1415
205,1000	0,2349	-5,4867	-2,0886	5,8754	154,6619	-8,3987	10,3656	-28,1747	31,1737	-12,6299	-7,9424	-1,7905	15,0267	7,1430
205,2000	0,2324	-5,4836	-2,0969	5,8754	154,5630	-8,4231	10,4084	-28,1517	31,1737	-12,6324	-7,9393	-1,7989	15,0281	7,1445
205,3000	0,2299	-5,4805	-2,1053	5,8754	154,4641	-8,4475	10,4511	-28,1285	31,1737	-12,6349	-7,9362	-1,8073	15,0296	7,1459
205,4000	0,2274	-5,4774	-2,1137	5,8754	154,3651	-8,4719	10,4938	-28,1052	31,1737	-12,6374	-7,9331	-1,8156	15,0311	7,1474
205,5000	0,2248	-5,4742	-2,1220	5,8754	154,2662	-8,4963	10,5365	-28,0819	31,1737	-12,6399	-7,9299	-1,8240	15,0326	7,1489
205,6000	0,2223	-5,4711	-2,1303	5,8754	154,1672	-8,5206	10,5792	-28,0585	31,1737	-12,6424	-7,9268	-1,8323	15,0340	7,1504
205,7000	0,2198	-5,4679	-2,1387	5,8754	154,0682	-8,5449	10,6218	-28,0350	31,1737	-12,6450	-7,9237	-1,8406	15,0355	7,1519
205,8000	0,2172	-5,4648	-2,1470	5,8754	153,9693	-8,5692	10,6644	-28,0114	31,1737	-12,6475	-7,9205	-1,8490	15,0370	7,1533
205,9000	0,2147	-5,4616	-2,1553	5,8754	153,8703	-8,5935	10,7070	-27,9877	31,1737	-12,6500	-7,9173	-1,8573	15,0385	7,1548
206,0000	0,2121	-5,4584	-2,1636	5,8754	153,7713	-8,6177	10,7495	-27,9639	31,1737	-12,6526	-7,9141	-1,8656	15,0400	7,1563
206,1000	0,2096	-5,4552	-2,1719	5,8754	153,6723	-8,6419	10,7920	-27,9401	31,1737	-12,6552	-7,9109	-1,8739	15,0415	7,1579
206,2000	0,2070	-5,4520	-2,1802	5,8754	153,5733	-8,6661	10,8344	-27,9162	31,1737	-12,6577	-7,9077	-1,8822	15,0430	7,1594
206,3000	0,2044	-5,4488	-2,1885	5,8754	153,4743	-8,6902	10,8769	-27,8922	31,1737	-12,6603	-7,9045	-1,8905	15,0446	7,1609
206,4000	0,2018	-5,4456	-2,1968	5,8754	153,3752	-8,7144	10,9193	-27,8680	31,1737	-12,6629	-7,9013	-1,8988	15,0461	7,1624
206,5000	0,1992	-5,4423	-2,2051	5,8754	153,2762	-8,7385	10,9616	-27,8439	31,1737	-12,6655	-7,8980	-1,9070	15,0476	7,1639
206,6000	0,1966	-5,4390	-2,2133	5,8754	153,1772	-8,7625	11,0040	-27,8196	31,1737	-12,6681	-7,8947	-1,9153	15,0491	7,1654
206,7000	0,1940	-5,4358	-2,2216	5,8754	153,0781	-8,7866	11,0462	-27,7952	31,1737	-12,6707	-7,8915	-1,9236	15,0506	7,1670
206,8000	0,1914	-5,4325	-2,2298	5,8754	152,9791	-8,8106	11,0885	-27,7708	31,1737	-12,6733	-7,8882	-1,9318	15,0522	7,1685
206,9000	0,1888	-5,4292	-2,2381	5,8754	152,8800	-8,8346	11,1307	-27,7463	31,1737	-12,6759	-7,8849	-1,9401	15,0537	7,1700
